,CODIGO_INTERNO,COD_FABRICANTE,NOME_FANTASIA,PRODUTO,QTDE_EMB,UNIDADE_MEDIDA,QTDE_SPNORTE,PRECO_SPNORTE,QTDE_ABC,PRECO_ABC,QTDE_SPLESTE,PRECO_SPLESTE,sumed_quantity_for_best_price_only,best_price_with_stock
12646,"7,20033E+11",11RD2106,PERFECT,4XI4L DIREC4O M4CHO 228MM,1,PC,11,"47,82",4,"47,82",11,"47,82",26.0,47.82
12647,"7,20034E+11",PVI7365,PERFECT,PIVO SUSPENS4O LE,1,PC,11,"51,9",,0,11,"51,9",22.0,51.9
12648,"7,20034E+11",PVI1004,PERFECT,PIVO SUSPENS4O DIREITO,1,PC,11,"43,8",11,"43,8",11,"43,8",33.0,43.8
12649,"7,20034E+11",PVI1005,PERFECT,PIVO SUSPENS4O ESQUERDO,1,PC,11,"38,3",11,"38,3",11,"38,3",33.0,38.3
12650,"7,20034E+11",PVI1043,PERFECT,PIVO INFERIOR ESQUERDO,1,PC,11,"48,87",11,"48,87",11,"48,87",33.0,48.87
12651,"7,20034E+11",PVI1058,PERFECT,PIVO SUSPENS4O DI4NTEIR4 ESQ/DIR,1,PC,11,"57,66",11,"57,66",11,"57,66",33.0,57.66
12652,"7,20034E+11",PVS9162,PERFECT,PIVO SUPERIOR ESQ/DIR,1,PC,11,"78,17",,0,4,"78,71",11.0,78.17
12653,"7,20034E+11",PVI1057,PERFECT,PIVO SUSPENS4O ESQ.,1,PC,11,"47,13",11,"47,13",11,"47,13",33.0,47.13
12654,"7,20034E+11",PVI0121,PERFECT,PIVO SUSPENS4O INFERIOR,1,PC,11,"61,39",11,"53,73",11,"61,39",11.0,53.73
12655,"7,20034E+11",PVI1067,PERFECT,PIVO INFERIOR,1,PC,11,"77,21",,0,11,"77,21",22.0,77.21
12656,"7,20034E+11",PVI3305,PERFECT,PIVO SUSPENS4O LE/LD,1,PC,11,"39,16",11,"39,16",11,"39,16",33.0,39.16
12657,"7,20034E+11",PVI0213,PERFECT,PIVO INFERIOR DIR/ESQ,1,PC,11,"42,67",11,"42,67",,0,22.0,42.67
12658,"7,20034E+11",PVI0903,PERFECT,PIVO SUSPENS4O DI4NTEIR4 LD/LE,1,PC,11,"53,85",11,"53,85",11,"53,85",33.0,53.85
12659,"7,20034E+11",PVI0312,PERFECT,PIVO INFERIOR,1,PC,4,"40,23",11,"38,06",4,"40,23",11.0,38.06
12660,"7,20034E+11",KPV0737,PERFECT,PIVO SUPERIOR E INFERIOR,1,JG,4,"129,04",4,"129,04",4,"129,04",12.0,129.04
12661,"7,20034E+11",PVI0131,PERFECT,PIVO INFERIOR LE,1,PC,11,"49,68",11,"49,68",11,"49,68",33.0,49.68
12662,"7,20034E+11",PVI0226,PERFECT,PIVO INFERIOR LD,1,PC,11,"75,38",11,"75,38",11,"75,38",33.0,75.38
12663,"7,20036E+11",11R42060,PERFECT,114NDEJ4 DI4NTEIR4 C/PIVO LD,1,PC,11,"239,88",4,"239,88",4,"239,88",19.0,239.88
12664,"7,20071E+11",KJH1401,PERFECT,SEMI EIXO HOMOCINETICO LE,1,PC,4,"341,7",11,"341,7",11,"341,7",26.0,341.7
12665,"7,20077E+11",KJH1617,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,11,"116,34",11,"116,34",11,"116,34",33.0,116.34
12666,"7,20077E+11",KJH0249,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,11,"149,31",11,"157,78",4,"157,78",11.0,149.31
12667,"7,20077E+11",KJH0271,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"179,79",4,"188,95",4,"188,95",4.0,179.79
12668,"7,20077E+11",TZP0208,PERFECT,"TRIZET4 21 ESTRI4S 4NEL 30,5MM",1,PC,11,"44,76",11,"44,76",11,"44,76",33.0,44.76
12669,"7,20077E+11",KJH0841,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,11,"170,6",11,"170,6",11,"170,6",33.0,170.6
12670,"7,20077E+11",JHC0846,PERFECT,JUNT4 HOMOCINETIC4 DESLIZ4NTE C4M11IO,1,KT,4,"183,02",4,"230,72",4,"242,51",4.0,183.02
12671,"7,20077E+11",KJH0137,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,11,"179,83",4,"179,83",4,"179,83",19.0,179.83
12672,"7,20077E+11",KJH0201,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,11,"179,08",4,"179,08",11,"179,08",26.0,179.08
12673,"7,20077E+11",KJH0212,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"173,65",4,"173,65",4,"173,65",12.0,173.65
12674,"7,20077E+11",KJH0701,PERFECT,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"199,5",4,"199,5",4,"199,5",12.0,199.5
12675,"7,20077E+11",TZP0222,PERFECT,TRIZET4 LD,1,PC,4,"74,88",4,"74,88",4,"74,88",12.0,74.88
12676,"7,20077E+11",TZP0414,PERFECT,TRIZET4 LD,1,PC,4,"70,01",4,"70,01",4,"70,01",12.0,70.01
12677,"7,20077E+11",TZP0610,PERFECT,TRIZET4 LD,1,PC,4,"71,43",4,"71,43",4,"71,43",12.0,71.43
12678,"7,2203E+11",TD004,VOLD4,TERMIN4L DIREC4O LD/LE,1,PC,11,"31,34",11,"31,34",11,"31,34",33.0,31.34
12679,"7,2203E+11",TD016,VOLD4,TERMIN4L DIREC4O LD/LE,1,PC,11,"29,09",11,"29,09",11,"38,75",22.0,29.09
12680,"7,2203E+11",TD038,VOLD4,TERMIN4L DIREC4O,1,PC,11,"27,88",11,"25,8",4,"28,19",11.0,25.8
12681,"7,2203E+11",TD039,VOLD4,TERMIN4L DIREC4O LONGO,1,PC,11,"44,7",,0,,0,11.0,44.7
12682,"7,2203E+11",TD040,VOLD4,TERMIN4L DIREC4O LD/LE,1,PC,11,"24,92",4,"26,88",11,"26,53",11.0,24.92
12683,"7,2203E+11",TD044,VOLD4,TERMIN4L DIREC4O LONGO,1,PC,4,"40,22",4,"52,39",,0,4.0,40.22
12684,"7,2203E+11",TD027,VOLD4,TERMIN4L DIREC4O LD,1,PC,11,"46,07",11,"61,12",11,"46,1",11.0,46.07
12685,"7,2203E+11",TD037,VOLD4,TERMIN4L DIREC4O LD,1,PC,4,"37,4",4,"39,96",4,"43,18",4.0,37.4
12686,"7,2203E+11",TD042,VOLD4,TERMIN4L DIREC4O LD / LE,1,PC,4,"41,3",4,"41,3",4,"41,3",12.0,41.3
12687,"7,2203E+11",TD050,VOLD4,TERMIN4L DIREC4O LD,1,PC,11,"38,46",11,"40,85",11,"38,03",11.0,38.03
12688,"7,2203E+11",TD280,VOLD4,TERMIN4L DIREC4O LD,1,PC,4,"88,6",4,"88,6",,0,8.0,88.6
12689,"7,2203E+11",TD082,VOLD4,TERMIN4L DIREC4O LD,1,PC,4,"65,4",11,"65,4",11,"65,4",26.0,65.4
12690,"7,2203E+11",TD184,VOLD4,TERMIN4L DIREC4O LE,1,PC,4,"87,81",4,"76,44",,0,4.0,76.44
12691,"7,2203E+11",TD206,VOLD4,TERMIN4L DIREC4O LD,1,PC,4,"63,07",4,"58,11",,0,4.0,58.11
12692,"7,2203E+11",TD289,VOLD4,TERMIN4L DIREC4O LD,1,PC,4,"49,37",4,"46,2",4,"49,37",4.0,46.2
12693,"7,2203E+11",TD312,VOLD4,TERMIN4L DIREC4O LD,1,PC,4,"57,37",4,"75,53",,0,4.0,57.37
12694,"7,2203E+11",TD313,VOLD4,TERMIN4L DIREC4O LE,1,PC,4,"57,37",4,"59,7",,0,4.0,57.37
12695,"7,22033E+11",4X086,VOLD4,4XI4L DIREC4O M4CHO,1,PC,11,"37,99",11,"43,67",11,"36,51",11.0,36.51
12696,"7,22033E+11",4X111,VOLD4,4XI4L DIREC4O M4CHO,1,PC,11,"43,6",,0,,0,11.0,43.6
12697,"7,22033E+11",11I007,VOLD4,11IELET4 DI4NTEIR4 LD,1,PC,4,"25,3",11,"27,59",,0,4.0,25.3
12698,"7,22033E+11",11I020,VOLD4,11IELET4 DI4NTEIR4 LD/LE,1,PC,4,"24,75",4,"21,31",4,"33,72",4.0,21.31
12699,"7,22033E+11",11I031,VOLD4,11IELET4 DI4NTEIR4 LE,1,PC,4,"31,71",4,"26,05",,0,4.0,26.05
12700,"7,22033E+11",11I053,VOLD4,11IELET4 DI4NTEIR4 LD,1,PC,4,"31,12",,0,,0,4.0,31.12
12701,"7,22033E+11",4X007,VOLD4,4XI4L DE DIREC4O,1,PC,4,"31,7",4,"28,35",,0,4.0,28.35
12702,"7,22033E+11",4X010,VOLD4,4XI4L DE DIREC4O,1,PC,11,"40,37",,0,,0,11.0,40.37
12703,"7,22033E+11",4X145,VOLD4,4XI4L DIREC4O LD/LE,1,PC,11,"26,42",11,"27,8",,0,11.0,26.42
12704,"7,22033E+11",4X260,VOLD4,4XI4L DIREC4O LD/LE,1,PC,4,"59,22",,0,,0,4.0,59.22
12705,"7,22033E+11",4X138,VOLD4,4XI4L DIREC4O M4CHO LD/LE,1,PC,4,"44,19",4,"39,97",,0,4.0,39.97
12706,"7,22033E+11",4X159,VOLD4,4XI4L DIREC4O M4CHO LD/LE,1,PC,4,"38,82",,0,4,"32,12",4.0,32.12
12707,"7,22033E+11",4X163,VOLD4,4XI4L DIREC4O M4CHO LD/LE,1,PC,4,"43,32",4,"43,32",4,"43,32",12.0,43.32
12708,"7,22033E+11",4X225,VOLD4,4XI4L DIREC4O M4CHO LD/LE,1,PC,4,"45,43",4,"45,95",,0,4.0,45.43
12709,"7,22033E+11",4X257,VOLD4,4XI4L DIREC4O M4CHO LD/LE,1,PC,4,"49,51",4,"49,51",,0,8.0,49.51
12710,"7,22033E+11",11I050,VOLD4,11IELET4 DI4NTEIR4 LE,1,PC,4,"53,41",4,"53,41",,0,8.0,53.41
12711,"7,22034E+11",PI070,VOLD4,PIVO INFERIOR,1,PC,11,"48,15",4,"48,15",11,"48,15",26.0,48.15
12712,"7,22034E+11",PI074,VOLD4,PIVO SUSPENS4O LD,1,PC,11,"45,27",11,"35,64",11,"57,91",11.0,35.64
12713,"7,22034E+11",PI083,VOLD4,PIVO INFERIOR,1,PC,4,"50,53",11,"37,4",,0,11.0,37.4
12714,"7,22034E+11",PI035,VOLD4,PIVO SUPERIOR,1,PC,4,"37,28",4,"31,69",,0,4.0,31.69
12715,"7,22034E+11",PI128,VOLD4,PIVO INFERIOR,1,PC,11,"56,32",11,"56,32",11,"56,32",33.0,56.32
12716,"7,22034E+11",PI067,VOLD4,PIVO DE SUSPENC4O INFERIOR,1,PC,11,"60,39",4,"60,39",4,"60,39",19.0,60.39
12717,"7,22034E+11",PI111,VOLD4,PIVO INFERIOR LD,1,PC,4,"58,62",11,"35,03",4,"61,96",11.0,35.03
12718,"7,22034E+11",PI151,VOLD4,PIVO SUSPENS4O,1,PC,4,"42,65",4,"42,65",,0,8.0,42.65
12719,"7,22034E+11",PI246,VOLD4,PIVO SUSPENS4O LE,1,PC,4,"72,32",,0,,0,4.0,72.32
12720,"7,22077E+11",TR004,VOLD4,TRIZET4 20 ESTRI4S 4NEL 32MM,1,PC,11,"46,15",11,"29,8",11,"27,59",11.0,27.59
12721,"7,22077E+11",HC120,VOLD4,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"160,84",,0,4,"160,84",8.0,160.84
12722,"7,22077E+11",HC076,VOLD4,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"176,61",4,"140,66",,0,4.0,140.66
12723,"7,22077E+11",HC127,VOLD4,JUNT4 HOMOCINETIC4 FIX4 ROD4,1,KT,4,"125,13",4,"125,13",,0,8.0,125.13
12724,"7,22077E+11",SE033,VOLD4,SEMI EIXO HOMOCINETICO LE,1,PC,4,"391,26",,0,,0,4.0,391.26
12725,"7,40094E+11",C24005,M4NN FILTROS,FILTRO 4R MOTOR,1,PC,11,"29,74",,0,4,"29,74",15.0,29.74
12726,"7,40094E+11",C26022,M4NN FILTROS,FILTRO 4R MOTOR,1,PC,4,"51,28",11,"50,29",,0,11.0,50.29
12727,"7,40094E+11",C27009,M4NN FILTROS,FILTRO 4R MOTOR,1,PC,11,"46,25",,0,,0,11.0,46.25
12728,"7,40094E+11",W79,M4NN FILTROS,FILTRO OLEO 11LIND4DO,1,PC,4,"21,2",,0,4,"21,2",8.0,21.2
12729,"7,40094E+11",WK513,M4NN FILTROS,FILTRO COM11USTIVEL,1,PC,11,"13,26",11,"13,26",11,"12,19",11.0,12.19
12730,"7,40094E+11",WK612/7,M4NN FILTROS,FILTRO COM11USTIVEL,1,PC,11,"14,78",11,"14,05",11,"14,57",11.0,14.05
12731,"7,40094E+11",WK69/2,M4NN FILTROS,FILTRO COM11USTIVEL,1,PC,11,"142,61",,0,11,"142,61",22.0,142.61
12732,"7,40094E+11",SP11070-4,M4NN FILTROS,KIT FILTRO (4R/C411INE/COM11USTIVEL/OLEO),1,KT,4,"72,24",,0,4,"71,6",4.0,71.6
12733,"7,40094E+11",CU2141,M4NN FILTROS,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"15,65",4,"16,25",4,"16,25",11.0,15.65
12734,"7,40094E+11",CU2545/1,M4NN FILTROS,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"12,94",,0,4,"12,96",11.0,12.94
12735,"7,40094E+11",HU711/6Z,M4NN FILTROS,FILTRO OLEO REFIL,1,PC,11,"46,71",,0,4,"46,95",11.0,46.71
12736,"7,40094E+11",HU923X,M4NN FILTROS,FILTRO OLEO REFIL,1,PC,11,"48,82",11,"48,82",,0,22.0,48.82
12737,"7,40094E+11",WK828X,M4NN FILTROS,FILTRO COM11USTIVEL,1,PC,11,"69,53",11,"69,53",,0,22.0,69.53
12738,"7,40094E+11",SP11071-4,M4NN FILTROS,KIT FILTRO (4R/C411INE/COM11USTIVEL/OLEO),1,KT,4,"67,63",4,"67,63",4,"65,29",4.0,65.29
12739,"7,40094E+11",W6730,M4NN FILTROS,FILTRO OLEO 11LIND4DO,1,PC,11,"14,08",,0,11,"14,08",22.0,14.08
12740,"7,40094E+11",W7193,M4NN FILTROS,FILTRO OLEO 11LIND4DO,1,PC,11,"21,18",11,"21,18",11,"21,18",33.0,21.18
12741,"7,40094E+11",W7195,M4NN FILTROS,FILTRO OLEO 11LIND4DO,1,PC,11,"13,61",4,"13,61",,0,15.0,13.61
12742,"8,40094E+11",WO120,WEG4,FILTRO OLEO,1,PC,11,"10,76",11,"10,76",11,"10,76",33.0,10.76
12743,"8,40094E+11",JFC207/2,WEG4,FILTRO COM11USTIVEL REFIL,1,PC,11,"24,86",11,"24,82",11,"24,82",22.0,24.82
12744,"8,40094E+11",F4P3289,WEG4,FILTRO 4R MOTOR,1,PC,11,"8,46",11,"8,37",11,"8,37",22.0,8.37
12745,"8,40094E+11",JF40292/2,WEG4,FILTRO 4R MOTOR,1,PC,11,"56,78",11,"56,78",11,"56,78",33.0,56.78
12746,"8,40094E+11",WOE314,WEG4,FILTRO OLEO REFIL,1,PC,11,"26,16",11,"26,16",11,"26,72",22.0,26.16
12747,"8,40094E+11",JFO0597,WEG4,FILTRO OLEO,1,PC,11,"47,24",11,"47,24",11,"47,24",33.0,47.24
12748,"8,40094E+11",4KX1984,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"10,15",11,"10,15",11,"9,08",11.0,9.08
12749,"8,40094E+11",4KX1397,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"11,18",11,"10,58",11,"10,38",11.0,10.38
12750,"8,40094E+11",WO240,WEG4,FILTRO OLEO,1,PC,11,"15,9",11,"15,9",11,"15,9",33.0,15.9
12751,"8,40094E+11",WO121,WEG4,FILTRO OLEO,1,PC,11,"14,86",11,"14,86",11,"14,86",33.0,14.86
12752,"8,40094E+11",4KX1456,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"12,49",11,"12,49",11,"12,49",33.0,12.49
12753,"8,40094E+11",JF40H29,WEG4,FILTRO 4R MOTOR,1,PC,11,"31,36",11,"32,24",11,"31,36",22.0,31.36
12754,"8,40094E+11",WR295,WEG4,FILTRO 4R MOTOR,1,PC,11,"33,83",11,"33,83",11,"33,83",33.0,33.83
12755,"8,40094E+11",JF40H12,WEG4,FILTRO 4R MOTOR,1,PC,11,"32,15",11,"30,91",11,"30,91",22.0,30.91
12756,"8,40094E+11",JF40283,WEG4,FILTRO 4R MOTOR,1,PC,11,"18,72",11,"18,2",11,"18,72",11.0,18.2
12757,"8,40094E+11",FCI1696,WEG4,FILTRO COM11USTIVEL,1,PC,11,"17,26",11,"17,26",4,"17,26",26.0,17.26
12758,"8,40094E+11",4KX1935,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,4,"22,71",4,"22,76",4,"22,71",8.0,22.71
12759,"8,40094E+11",F4P9112,WEG4,FILTRO 4R MOTOR,1,PC,11,"54,71",11,"54,71",11,"52,09",11.0,52.09
12760,"8,40094E+11",WO153,WEG4,FILTRO OLEO,1,PC,11,"21,7",11,"20,28",11,"21,7",11.0,20.28
12761,"8,40094E+11",F4P4877,WEG4,FILTRO 4R MOTOR,1,PC,11,"24,68",11,"24,68",11,"24,68",33.0,24.68
12762,"8,40094E+11",F4P3261,WEG4,FILTRO 4R MOTOR,1,PC,11,35,11,35,11,35,33.0,35.0
12763,"8,40094E+11",4KX35157,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"14,9",11,"14,33",11,"14,33",22.0,14.33
12764,"8,40094E+11",WR192,WEG4,FILTRO 4R MOTOR,1,PC,11,"43,78",11,"41,69",4,"41,69",15.0,41.69
12765,"8,40094E+11",WOE913,WEG4,FILTRO OLEO REFIL,1,PC,11,"36,64",11,"36,64",11,"36,64",33.0,36.64
12766,"8,40094E+11",WOE506,WEG4,FILTRO OLEO REFIL,1,PC,11,"36,62",11,"36,62",11,"34,88",11.0,34.88
12767,"8,40094E+11",4KX1140,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"15,6",11,"16,67",11,"15,6",22.0,15.6
12768,"8,40094E+11",JF40193,WEG4,FILTRO 4R MOTOR,1,PC,11,"37,87",11,"36,05",11,"36,05",22.0,36.05
12769,"8,40094E+11",WO156,WEG4,FILTRO OLEO,1,PC,11,"14,86",11,"14,86",11,"14,86",33.0,14.86
12770,"8,40094E+11",F4P3271/3,WEG4,FILTRO 4R MOTOR C/ESPUM4,1,PC,11,"40,92",11,"40,92",4,"40,92",26.0,40.92
12771,"8,40094E+11",4KX1215,WEG4,FILTRO C411INE 4R CONDICION4DO,1,PC,11,"11,95",11,"11,95",11,"11,95",33.0,11.95
12772,"8,40094E+11",F4P9054/1,WEG4,FILTRO 4R MOTOR C/ESPUM4,1,PC,4,"22,48",11,"23,15",4,"23,15",4.0,22.48
12773,"8,40094E+11",FCI1304,WEG4,FILTRO COM11USTIVEL,1,PC,11,"86,81",4,"88,32",4,"93,62",11.0,86.81
