,Price,Price,Price,Price,Price,Price,Price,Price,Price,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,Quantity,sum_min_quantity
supplier,carbwel,ima,jahu,lucios,medauto,metal,real,rufato,sueyasu,carbwel,ima,jahu,lucios,medauto,metal,real,rufato,sueyasu,
key,,,,,,,,,,,,,,,,,,,
tsat010158,0.0,,,,,,,,0.0,2.0,,,,,,,,3.0,2.0
tsat010159,0.0,,,71.25,,,,,0.0,3.0,,,28.0,,,,,6.0,3.0
tsat010160,0.0,,,65.02,,,,,0.0,4.0,,,6.0,,,,,2.0,2.0
tsat010161,0.0,,,,,,,,0.0,3.0,,,,,,,,2.0,2.0
tsat010162,0.0,,,74.99,,,,,0.0,3.0,,,13.0,,,,,5.0,3.0
tsat010163,0.0,,,83.88,,,,,0.0,2.0,,,1.0,,,,,1.0,1.0
tsat010164,0.0,,,,,,,,0.0,1.0,,,,,,,,3.0,1.0
tsat010166,0.0,,,69.73,,,,,0.0,3.0,,,2.0,,,,,5.0,3.0
tsat010167,0.0,,,63.98,,,,,0.0,8.0,,,3.0,,,,,1.0,1.0
tsat010171,0.0,,,,,,,,0.0,2.0,,,,,,,,1.0,1.0
tsat010172,0.0,,,72.67,,,,,0.0,1.0,,,1.0,,,,,2.0,1.0
tsat010173,0.0,,,,,,,,0.0,2.0,,,,,,,,6.0,2.0
tsat010174,,,,70.2,,,,,0.0,,,,1.0,,,,,1.0,1.0
tsat010175,0.0,,,74.7,,,,,0.0,2.0,,,5.0,,,,,1.0,1.0
tsat010176,0.0,,,69.0,,,,,0.0,2.0,,,3.0,,,,,1.0,1.0
tsat010177,0.0,,,77.14,,,,,0.0,3.0,,,3.0,,,,,1.0,1.0
tsat010178,0.0,,,89.34,,,,,0.0,3.0,,,2.0,,,,,2.0,2.0
tsat010179,0.0,,,,,,,,0.0,1.0,,,,,,,,1.0,1.0
tsat010180,0.0,,,76.13,,,,,0.0,3.0,,,6.0,,,,,2.0,2.0
tsat010182,0.0,,,57.93,,,,,0.0,2.0,,,52.0,,,,,8.0,2.0
tsat010183,,,,81.7,,,,,0.0,,,,5.0,,,,,3.0,3.0
tsat010184,0.0,,,58.95,,,,,0.0,2.0,,,4.0,,,,,2.0,2.0
tsat010185,0.0,,,61.95,,,,,0.0,3.0,,,1.0,,,,,1.0,1.0
tsat010186,0.0,,,56.94,,,,,0.0,2.0,,,1.0,,,,,3.0,2.0
tsat010187,0.0,,,,,,,,0.0,3.0,,,,,,,,2.0,2.0
tsat010188,0.0,,,58.7,,,,,0.0,1.0,,,2.0,,,,,2.0,1.0
tsat010189,0.0,,,60.78,,,,,0.0,1.0,,,2.0,,,,,2.0,1.0
tsat010190,0.0,,,57.31,,,,,0.0,1.0,,,2.0,,,,,5.0,1.0
tsat010191,0.0,,,58.38,,,,,0.0,1.0,,,3.0,,,,,7.0,1.0
tsat010192,0.0,,,57.78,,,,,0.0,3.0,,,15.0,,,,,3.0,3.0
tsat010193,0.0,,,59.18,,,,,0.0,2.0,,,4.0,,,,,3.0,2.0
tsat010195,0.0,,,60.23,,,,,,2.0,,,4.0,,,,,,2.0
tsat010196,0.0,,,62.75,,,,,0.0,1.0,,,1.0,,,,,3.0,1.0
tsat010197,0.0,,,66.95,,,,,0.0,2.0,,,2.0,,,,,1.0,1.0
tsat010199,0.0,,,54.21,,,,,0.0,3.0,,,6.0,,,,,1.0,1.0
tsat010200,0.0,,,68.71,,,,,0.0,4.0,,,2.0,,,,,3.0,3.0
tsat010201,0.0,,,70.08,,,,,0.0,2.0,,,2.0,,,,,2.0,2.0
tsat010202,0.0,,,64.86,,,,,0.0,2.0,,,1.0,,,,,2.0,2.0
tsat010203,0.0,,,,,,,,0.0,7.0,,,,,,,,3.0,3.0
tsat010205,0.0,,,,,,,,0.0,3.0,,,,,,,,1.0,1.0
tsat010206,0.0,,,65.62,,,,,0.0,1.0,,,9.0,,,,,4.0,1.0
tsat010207,0.0,,,59.83,,,,,,1.0,,,2.0,,,,,,1.0
tsat010209,,,,68.5,,,,,0.0,,,,2.0,,,,,2.0,2.0
tsat010210,,,,67.1,,,,,0.0,,,,4.0,,,,,2.0,2.0
tsat010211,0.0,,,,,,,,0.0,2.0,,,,,,,,3.0,2.0
tsat010212,0.0,,,70.39,,,,,0.0,1.0,,,28.0,,,,,8.0,1.0
tsat010213,0.0,,,,,,,,0.0,2.0,,,,,,,,1.0,1.0
tsat010214,0.0,,,70.04,,,,,0.0,3.0,,,2.0,,,,,2.0,2.0
tsat010215,0.0,,,58.66,,,,,0.0,3.0,,,17.0,,,,,4.0,3.0
tsat010216,0.0,,,58.17,,,,,0.0,1.0,,,2.0,,,,,1.0,1.0
tsat010217,,,,58.58,,,,,0.0,,,,2.0,,,,,5.0,5.0
tsat010218,0.0,,,75.99,,,,,0.0,4.0,,,4.0,,,,,5.0,4.0
tsat010219,0.0,,,72.15,,,,,0.0,2.0,,,31.0,,,,,17.0,2.0
tsat010220,0.0,,,73.12,,,,,0.0,3.0,,,9.0,,,,,2.0,2.0
tsat010221,0.0,,,65.85,,,,,0.0,4.0,,,8.0,,,,,5.0,4.0
tsat010222,0.0,,,73.63,,,,,0.0,1.0,,,4.0,,,,,3.0,1.0
tsat010223,0.0,,,67.18,,,,,0.0,1.0,,,2.0,,,,,3.0,1.0
tsat010224,0.0,,,76.85,,,,,0.0,4.0,,,3.0,,,,,9.0,4.0
tsat010225,0.0,,,71.84,,,,,0.0,6.0,,,16.0,,,,,16.0,6.0
tsat010226,0.0,,,70.95,,,,,0.0,4.0,,,7.0,,,,,4.0,4.0
tsat010227,0.0,,,74.12,,,,,0.0,1.0,,,6.0,,,,,3.0,1.0
tsat010228,0.0,,,73.89,,,,,0.0,3.0,,,1.0,,,,,3.0,3.0
tsat010229,0.0,,,79.39,,,,,0.0,2.0,,,12.0,,,,,6.0,2.0
tsat010230,0.0,,,78.84,,,,,0.0,2.0,,,2.0,,,,,2.0,2.0
tsat010231,,,,66.62,,,,,0.0,,,,1.0,,,,,1.0,1.0
tsat010232,,,,66.62,,,,,0.0,,,,1.0,,,,,3.0,3.0
tsat010234,0.0,,,76.89,,,,,0.0,3.0,,,2.0,,,,,2.0,2.0
tsat010235,,,,68.44,,,,,0.0,,,,2.0,,,,,3.0,3.0
tsat010236,0.0,,,,,,,,0.0,1.0,,,,,,,,3.0,1.0
tsat010237,0.0,,,80.5,,,,,0.0,4.0,,,19.0,,,,,6.0,4.0
tsat010238,0.0,,,77.6,,,,,0.0,1.0,,,14.0,,,,,9.0,1.0
tsat010239,0.0,,,62.76,,,,,0.0,2.0,,,3.0,,,,,3.0,2.0
tsat010240,0.0,,,,,,,,0.0,5.0,,,,,,,,1.0,1.0
tsat010241,0.0,,,74.4,,,,,,1.0,,,9.0,,,,,,1.0
tsat010242,0.0,,,,,,,,0.0,3.0,,,,,,,,3.0,3.0
tsat010243,0.0,,,60.12,,,,,,1.0,,,2.0,,,,,,1.0
tsat010244,0.0,,,,,,,,0.0,1.0,,,,,,,,3.0,1.0
tsat010246,0.0,,,68.27,,,,,,3.0,,,1.0,,,,,,3.0
tsat010247,0.0,,,,,,,,0.0,1.0,,,,,,,,2.0,1.0
tsat010248,0.0,,,75.5,,,,,0.0,6.0,,,2.0,,,,,7.0,6.0
tsat010249,0.0,,,,,,,,0.0,2.0,,,,,,,,2.0,2.0
tsat010250,0.0,,,69.65,,,,,,2.0,,,2.0,,,,,,2.0
tsat010251,0.0,,,70.99,,,,,0.0,3.0,,,5.0,,,,,5.0,3.0
tsat010252,0.0,,,76.67,,,,,0.0,6.0,,,5.0,,,,,10.0,6.0
tsat010253,0.0,,,61.46,,,,,0.0,4.0,,,4.0,,,,,3.0,3.0
tsat010254,0.0,,,75.42,,,,,0.0,5.0,,,2.0,,,,,2.0,2.0
tsat010255,0.0,,,83.08,,,,,0.0,2.0,,,13.0,,,,,1.0,1.0
tsat010256,0.0,,,95.83,,,,,0.0,2.0,,,3.0,,,,,2.0,2.0
tsat010257,0.0,,,61.97,,,,,0.0,2.0,,,2.0,,,,,2.0,2.0
tsat010258,0.0,,,78.99,,,,,0.0,2.0,,,3.0,,,,,2.0,2.0
tsat010259,0.0,,,86.97,,,,,0.0,3.0,,,5.0,,,,,3.0,3.0
tsat010260,,,,98.15,,,,,0.0,,,,7.0,,,,,2.0,2.0
tsat010261,,,,129.07,,,,,0.0,,,,6.0,,,,,6.0,6.0
tsat010262,,,,102.56,,,,,0.0,,,,6.0,,,,,1.0,1.0
tsat010263,,,,98.72,,,,,0.0,,,,5.0,,,,,1.0,1.0
tsat010264,,,,98.15,,,,,0.0,,,,3.0,,,,,3.0,3.0
tsat010267,0.0,,,73.03,,,,,0.0,4.0,,,4.0,,,,,2.0,2.0
tsat010268,,,,80.51,,,,,0.0,,,,1.0,,,,,3.0,3.0
tsat010270,0.0,,,133.4,,,,,0.0,1.0,,,1.0,,,,,6.0,1.0
tsat010271,0.0,,,93.95,,,,,0.0,2.0,,,6.0,,,,,3.0,2.0
tsat010272,0.0,,,86.04,,,,,0.0,2.0,,,8.0,,,,,3.0,2.0
tsat010274,,,,85.88,,,,,0.0,,,,5.0,,,,,2.0,2.0
tsat010276,,,,103.9,,,,,0.0,,,,3.0,,,,,5.0,5.0
tsat010277,0.0,,,61.57,,,,,0.0,3.0,,,2.0,,,,,2.0,2.0
tsat010278,0.0,,,63.93,,,,,0.0,3.0,,,1.0,,,,,1.0,1.0
tsat010279,0.0,,,80.02,,,,,,1.0,,,3.0,,,,,,1.0
tsat010280,,,,78.9,,,,,0.0,,,,15.0,,,,,2.0,2.0
tsat010283,0.0,,,80.13,,,,,0.0,1.0,,,5.0,,,,,3.0,1.0
tsat010284,0.0,,,63.41,,,,,0.0,4.0,,,6.0,,,,,2.0,2.0
tsat010285,0.0,,,77.53,,,,,0.0,3.0,,,6.0,,,,,3.0,3.0
tsat010286,0.0,,,80.12,,,,,0.0,1.0,,,1.0,,,,,2.0,1.0
tsat010294,0.0,,,82.52,,,,,0.0,3.0,,,3.0,,,,,2.0,2.0
tsat010295,,,,65.11,,,,,0.0,,,,11.0,,,,,2.0,2.0
tsat010296,0.0,,,62.18,,,,,0.0,3.0,,,4.0,,,,,3.0,3.0
tsat010297,0.0,,,79.29,,,,,0.0,1.0,,,8.0,,,,,2.0,1.0
tsat020001,0.0,,,,,,,,0.0,2.0,,,,,,,,1.0,1.0
tsat020002,0.0,,,140.79,,,,,,2.0,,,1.0,,,,,,2.0
tsat020003,0.0,,,129.64,,,,,0.0,2.0,,,7.0,,,,,2.0,2.0
tsat020004,0.0,,,139.36,,,,,0.0,1.0,,,13.0,,,,,2.0,1.0
tsat020005,0.0,,,,,,,,0.0,3.0,,,,,,,,2.0,2.0
tsat020006,0.0,,,145.95,,,,,0.0,1.0,,,1.0,,,,,4.0,1.0
tsat020007,0.0,,,,,,,,0.0,1.0,,,,,,,,4.0,1.0
tsat020008,0.0,,,143.49,,,,,0.0,1.0,,,4.0,,,,,1.0,1.0
tsat030001,0.0,,,26.51,,,,,0.0,3.0,,,1.0,,,,,3.0,3.0
tsat030002,0.0,,,26.31,,,,,0.0,2.0,,,6.0,,,,,1.0,1.0
tsat030003,0.0,,,36.45,,,,,0.0,2.0,,,3.0,,,,,2.0,2.0
tsat030004,0.0,,,35.76,,,,,0.0,7.0,,,38.0,,,,,7.0,7.0
tsat030005,0.0,,,30.74,,,,,,6.0,,,22.0,,,,,,6.0
tsat030006,0.0,,,30.28,,,,,0.0,6.0,,,42.0,,,,,4.0,4.0
tsat030007,0.0,,,25.81,,,,,,5.0,,,19.0,,,,,,5.0
tsat030008,0.0,,,25.43,,,,,0.0,3.0,,,6.0,,,,,3.0,3.0
tsat030009,0.0,,,34.39,,,,,,4.0,,,1.0,,,,,,4.0
tsat030012,0.0,,,25.98,,,,,0.0,4.0,,,1.0,,,,,2.0,2.0
tsat030014,0.0,,,25.13,,,,,0.0,3.0,,,14.0,,,,,2.0,2.0
tsat030015,0.0,,,31.1,,,,,0.0,3.0,,,36.0,,,,,5.0,3.0
tsat030016,0.0,,,28.8,,,,,0.0,4.0,,,284.0,,,,,20.0,4.0
tsat030017,0.0,,,30.87,,,,,0.0,5.0,,,32.0,,,,,5.0,5.0
tsat030018,0.0,,,25.16,,,,,0.0,1.0,,,27.0,,,,,4.0,1.0
tsat030019,0.0,,,,,,,,0.0,3.0,,,,,,,,3.0,3.0
tsat030020,0.0,,,28.18,,,,,0.0,2.0,,,2.0,,,,,1.0,1.0
tsat030021,0.0,,,27.2,,,,,0.0,1.0,,,3.0,,,,,1.0,1.0
tsat030023,0.0,,,33.52,,,,,0.0,1.0,,,4.0,,,,,1.0,1.0
tsat030024,0.0,,,21.27,,,,,0.0,5.0,,,12.0,,,,,4.0,4.0
tsat030028,0.0,,,34.44,,,,,0.0,6.0,,,19.0,,,,,2.0,2.0
tsat030029,0.0,,,,,,,,0.0,3.0,,,,,,,,1.0,1.0
tsat030030,0.0,,,36.9,,,,,0.0,1.0,,,7.0,,,,,5.0,1.0
tsat030031,0.0,,,25.7,,,,,0.0,3.0,,,35.0,,,,,2.0,2.0
tsat030032,0.0,,,37.39,,,,,0.0,2.0,,,6.0,,,,,4.0,2.0
tsat030033,0.0,,,37.39,,,,,,2.0,,,3.0,,,,,,2.0
tsat030034,0.0,,,38.16,,,,,0.0,2.0,,,2.0,,,,,4.0,2.0
tsat030036,0.0,,,55.48,,,,,0.0,3.0,,,3.0,,,,,2.0,2.0
tsat030037,0.0,,,51.33,,,,,0.0,5.0,,,3.0,,,,,3.0,3.0
tsat030038,0.0,,,42.13,,,,,0.0,6.0,,,105.0,,,,,1.0,1.0
tsat030039,0.0,,,58.15,,,,,0.0,1.0,,,3.0,,,,,2.0,1.0
tsat030040,0.0,,,50.55,,,,,0.0,6.0,,,45.0,,,,,4.0,4.0
tsat030041,,,,56.36,,,,,0.0,,,,4.0,,,,,5.0,5.0
tsat030043,0.0,,,62.05,,,,,,1.0,,,2.0,,,,,,1.0
tsat030044,0.0,,,55.15,,,,,0.0,3.0,,,4.0,,,,,1.0,1.0
tsat030045,0.0,,,72.04,,,,,0.0,4.0,,,4.0,,,,,1.0,1.0
tsat030046,0.0,,,60.57,,,,,0.0,1.0,,,1.0,,,,,2.0,1.0
tsat030047,,,,72.15,,,,,0.0,,,,1.0,,,,,2.0,2.0
tsat030048,0.0,,,62.05,,,,,,1.0,,,2.0,,,,,,1.0
tsat030050,0.0,,,81.27,,,,,0.0,1.0,,,4.0,,,,,2.0,1.0
tsat030051,0.0,,,72.15,,,,,0.0,3.0,,,14.0,,,,,2.0,2.0
tsat030052,0.0,,,,,,,,0.0,2.0,,,,,,,,6.0,2.0
tsat030053,0.0,,,48.36,,,,,0.0,3.0,,,6.0,,,,,2.0,2.0
tsat030054,0.0,,,44.97,,,,,,6.0,,,2.0,,,,,,6.0
tsat030056,0.0,,,37.97,,,,,0.0,3.0,,,34.0,,,,,3.0,3.0
tsat030061,0.0,,,66.51,,,,,0.0,3.0,,,3.0,,,,,2.0,2.0
tsat030062,0.0,,,,,,,,0.0,1.0,,,,,,,,1.0,1.0
tsat030063,0.0,,,91.47,,,,,0.0,1.0,,,4.0,,,,,2.0,1.0
tsat030064,0.0,,,,,,,,0.0,1.0,,,,,,,,2.0,1.0
tsat030065,0.0,,,,,,,,0.0,2.0,,,,,,,,1.0,1.0
tsat030066,0.0,,,,,,,,0.0,2.0,,,,,,,,1.0,1.0
tsat030069,,,,86.23,,,,,0.0,,,,1.0,,,,,2.0,2.0
tsat030070,0.0,,,,,,,,0.0,4.0,,,,,,,,2.0,2.0
tsat030071,0.0,,,,,,,,0.0,5.0,,,,,,,,2.0,2.0
tsat030073,0.0,,,47.98,,,,,0.0,2.0,,,1.0,,,,,1.0,1.0
tsat030074,0.0,,,53.1,,,,,0.0,2.0,,,1.0,,,,,1.0,1.0
tsat030075,0.0,,,,,,,,0.0,2.0,,,,,,,,2.0,2.0
tsat030076,0.0,,,,,,,,0.0,1.0,,,,,,,,3.0,1.0
tsat030077,0.0,,,47.76,,,,,0.0,3.0,,,3.0,,,,,1.0,1.0
tsat030078,0.0,,,,,,,,0.0,2.0,,,,,,,,1.0,1.0
tsat030079,0.0,,,49.39,,,,,,5.0,,,8.0,,,,,,5.0
tsat030080,0.0,,,52.42,,,,,0.0,3.0,,,13.0,,,,,1.0,1.0
tsat030081,0.0,,,44.32,,,,,,1.0,,,3.0,,,,,,1.0
tsat030083,0.0,,,,,,,,0.0,3.0,,,,,,,,1.0,1.0
tsat040005,0.0,,,38.05,,,,,,5.0,,,21.0,,,,,,5.0
tsat040010,0.0,,,9.91,,,,,,7.0,,,4.0,,,,,,7.0
tsat040011,0.0,,,37.94,,,,,,3.0,,,8.0,,,,,,3.0
tsat040012,0.0,,,32.69,,,,,,1.0,,,4.0,,,,,,1.0
tsat040013,0.0,,,12.68,,,,,,1.0,,,2.0,,,,,,1.0
tsat040019,,,,11.45,,,,,0.0,,,,10.0,,,,,3.0,3.0
tsat060001,0.0,,,,,,,,0.0,1.0,,,,,,,,1.0,1.0
tsat060003,0.0,,,,,,,,0.0,1.0,,,,,,,,2.0,1.0
tsat060004,0.0,,,108.62,,,,,0.0,1.0,,,25.0,,,,,1.0,1.0
tsat060005,0.0,,,108.41,,,,,0.0,2.0,,,1.0,,,,,5.0,2.0
tsat060006,0.0,,,306.44,,,,,0.0,2.0,,,1.0,,,,,1.0,1.0
tsat060008,0.0,,,122.54,,,,,0.0,1.0,,,1.0,,,,,1.0,1.0
tsat060009,0.0,,,125.63,,,,,,2.0,,,2.0,,,,,,2.0
tsat060013,0.0,,,,,,,,0.0,3.0,,,,,,,,2.0,2.0
tsat060014,0.0,,,,,,,,0.0,2.0,,,,,,,,2.0,2.0
tsat060017,0.0,,,69.78,,,,,0.0,3.0,,,2.0,,,,,3.0,3.0
tsat060018,0.0,,,72.25,,,,,0.0,1.0,,,1.0,,,,,2.0,1.0
tsat090001,,,,39.86,,,,,0.0,,,,19.0,,,,,2.0,2.0
tsat090002,0.0,,,45.86,,,,,0.0,2.0,,,18.0,,,,,2.0,2.0
tsat090003,0.0,,,81.29,,,,,,1.0,,,13.0,,,,,,1.0
tsat090004,0.0,,,81.29,,,,,0.0,2.0,,,16.0,,,,,3.0,2.0
tsat090005,0.0,,,78.44,,,,,0.0,1.0,,,23.0,,,,,1.0,1.0
tsat090010,0.0,,,115.12,,,,,0.0,2.0,,,3.0,,,,,1.0,1.0
tsat090011,,,,65.25,,,,,0.0,,,,4.0,,,,,2.0,2.0
tsat090012,0.0,,,67.25,,,,,0.0,2.0,,,14.0,,,,,1.0,1.0
tsat090014,0.0,,,98.85,,,,,,1.0,,,1.0,,,,,,1.0
tsat090020,,,,116.44,,,,,0.0,,,,2.0,,,,,2.0,2.0
tsat090021,0.0,,,,,,,,0.0,2.0,,,,,,,,2.0,2.0
valclei110082,,,,66.6,,0.0,,,,,,,11.0,,1.0,,,,1.0
valclei1101103,0.0,,,286.38,,0.0,,,,1.0,,,1.0,,1.0,,,,1.0
valclei110289,0.0,,,78.25,,0.0,,,,5.0,,,5.0,,1.0,,,,1.0
valclei110885,0.0,,,128.8,,0.0,,,,2.0,,,4.0,,1.0,,,,1.0
valclei110989,0.0,,,56.69,,0.0,,,,3.0,,,6.0,,1.0,,,,1.0
valclei1110100,0.0,,,204.34,,,,,,3.0,,,3.0,,,,,,3.0
valclei111182,0.0,,,,,0.0,,,,2.0,,,,,1.0,,,,1.0
valclei111382,0.0,,,112.33,,0.0,,,,2.0,,,1.0,,1.0,,,,1.0
valclei111476,0.0,,,66.1,,0.0,,,,1.0,,,1.0,,1.0,,,,1.0
valclei111591,,,,74.39,,0.0,,,,,,,2.0,,1.0,,,,1.0
valclei111680,0.0,,,108.1,,0.0,,,,3.0,,,2.0,,1.0,,,,1.0
valclei111680al,0.0,,,296.31,,,,,,1.0,,,1.0,,,,,,1.0
valclei111687,0.0,,,109.15,,0.0,,,,2.0,,,2.0,,1.0,,,,1.0
valclei111882,0.0,,,,,0.0,,,,1.0,,,,,1.0,,,,1.0
valclei111982,0.0,,,,,0.0,,,,1.0,,,,,1.0,,,,1.0
valclei111985,0.0,,,,,0.0,,,,1.0,,,,,1.0,,,,1.0
valclei113683,,,,81.05,,0.0,,,,,,,1.0,,1.0,,,,1.0
valclei113789,0.0,,,129.28,,0.0,,,,1.0,,,13.0,,1.0,,,,1.0
valclei113882,0.0,,,,,0.0,,,,5.0,,,,,1.0,,,,1.0
valclei114080,0.0,,,158.9,,0.0,,,,2.0,,,7.0,,1.0,,,,1.0
valclei114182,0.0,,,79.32,,,,,,2.0,,,3.0,,,,,,2.0
valclei114383,0.0,,,177.78,,,,,,1.0,,,2.0,,,,,,1.0
valclei114782,0.0,,,101.74,,0.0,,,,2.0,,,3.0,,1.0,,,,1.0
valclei114895,,,,96.38,,0.0,,,,,,,2.0,,1.0,,,,1.0
valclei115088,0.0,,,95.87,,,,,,1.0,,,4.0,,,,,,1.0
valclei115392,0.0,,,161.6,,0.0,,,,3.0,,,15.0,,1.0,,,,1.0
valclei115482,0.0,,,63.9,,,,,,2.0,,,6.0,,,,,,2.0
valclei115588,0.0,,,162.89,,0.0,,,,1.0,,,16.0,,1.0,,,,1.0
valclei115989,0.0,,,235.69,,,,,,1.0,,,2.0,,,,,,1.0
valclei116182,0.0,,,370.73,,,,,,1.0,,,8.0,,,,,,1.0
valclei1164100,0.0,,,210.61,,,,,,2.0,,,57.0,,,,,,2.0
valclei1165100,0.0,,,210.61,,,,,,1.0,,,55.0,,,,,,1.0
valclei1165100al,0.0,,,271.78,,,,,,1.0,,,9.0,,,,,,1.0
valclei116782,0.0,,,62.17,,,,,,1.0,,,7.0,,,,,,1.0
valclei116890,0.0,,,58.59,,,,,,5.0,,,1.0,,,,,,5.0
valclei116990,0.0,,,133.0,,,,,,1.0,,,7.0,,,,,,1.0
valclei117395,0.0,,,158.12,,0.0,,,,4.0,,,2.0,,1.0,,,,1.0
valclei117477,0.0,,,150.69,,0.0,,,,2.0,,,5.0,,1.0,,,,1.0
valclei117595,0.0,,,,,0.0,,,,1.0,,,,,1.0,,,,1.0
valclei117680,0.0,,,,,0.0,,,,5.0,,,,,1.0,,,,1.0
valclei117687,0.0,,,114.4,,,,,,2.0,,,2.0,,,,,,2.0
valclei118089al,0.0,,,214.81,,,,,,2.0,,,4.0,,,,,,2.0
valclei118282,0.0,,,162.77,,,,,,2.0,,,4.0,,,,,,2.0
valclei118389al,0.0,,,211.12,,,,,,2.0,,,1.0,,,,,,2.0
valclei120280,,,,97.16,,0.0,,,,,,,2.0,,1.0,,,,1.0
valclei121892,0.0,,,89.35,,,,,,2.0,,,2.0,,,,,,2.0
valclei122782,0.0,,,89.16,,,,,,1.0,,,2.0,,,,,,1.0
valclei124587,0.0,,,53.84,,,,,,1.0,,,1.0,,,,,,1.0
valclei125083,0.0,,,263.49,,,,,,1.0,,,24.0,,,,,,1.0
valclei126480,,,,164.74,,0.0,,,,,,,5.0,,1.0,,,,1.0
valclei126580,,,,168.7,,0.0,,,,,,,3.0,,1.0,,,,1.0
valclei127189,0.0,,,73.89,,,,,,4.0,,,1.0,,,,,,4.0
valclei127989al,,,,135.45,,0.0,,,,,,,1.0,,1.0,,,,1.0
valclei140070,0.0,,,80.84,,0.0,,,,1.0,,,4.0,,1.0,,,,1.0
valclei140582,0.0,,,80.43,,0.0,,,,1.0,,,1.0,,1.0,,,,1.0
valclei147882,,,,178.0,,0.0,,,,,,,7.0,,1.0,,,,1.0
valclei17057570,0.0,,,25.89,,,,,,10.0,,,14.0,,,,,,10.0
valclei17058268,0.0,,,25.89,,,,,,4.0,,,17.0,,,,,,4.0
valclei17058782,0.0,,,24.82,,,,,,2.0,,,14.0,,,,,,2.0
valclei17059287,0.0,,,24.82,,,,,,2.0,,,32.0,,,,,,2.0
valclei17259297,0.0,,,48.38,,,,,,2.0,,,34.0,,,,,,2.0
valclei17269287,0.0,,,44.11,,,,,,4.0,,,26.0,,,,,,4.0
valclei175795102,0.0,,,48.81,,,,,,1.0,,,20.0,,,,,,1.0
valclei220682,0.0,,,55.13,,,,,,2.0,,,3.0,,,,,,2.0
valclei220775,0.0,,,37.12,,0.0,,,,2.0,,,1.0,,1.0,,,,1.0
valclei220785,,,,37.12,,0.0,,,,,,,1.0,,1.0,,,,1.0
valclei220790,,,,37.12,,0.0,,,,,,,1.0,,1.0,,,,1.0
valclei220882,,,,38.07,,0.0,,,,,,,6.0,,1.0,,,,1.0
valclei220885,,,,38.36,,0.0,,,,,,,1.0,,1.0,,,,1.0
valclei220887,,,,38.36,,0.0,,,,,,,2.0,,1.0,,,,1.0
valclei221085,,,,52.42,,0.0,,,,,,,1.0,,1.0,,,,1.0
valclei221182,0.0,,,,,0.0,,,,4.0,,,,,1.0,,,,1.0
valclei221192,,,,52.42,,0.0,,,,,,,1.0,,1.0,,,,1.0
valclei221892,0.0,,,43.81,,0.0,,,,1.0,,,9.0,,1.0,,,,1.0
valclei222182,0.0,,,63.25,,0.0,,,,1.0,,,2.0,,1.0,,,,1.0
valclei222580,,,,137.41,,0.0,,,,,,,1.0,,1.0,,,,1.0
valclei222687,0.0,,,137.41,,0.0,,,,1.0,,,2.0,,1.0,,,,1.0
valclei222688,0.0,,,,,0.0,,,,4.0,,,,,1.0,,,,1.0
valclei222782,,,,37.37,,0.0,,,,,,,3.0,,1.0,,,,1.0
valclei222792,,,,37.37,,0.0,,,,,,,1.0,,1.0,,,,1.0
valclei223092,0.0,,,,,0.0,,,,3.0,,,,,1.0,,,,1.0
valclei223192,0.0,,,67.57,,0.0,,,,1.0,,,2.0,,1.0,,,,1.0
valclei223287,0.0,,,58.21,,0.0,,,,1.0,,,2.0,,1.0,,,,1.0
valclei223382,,,,91.91,,0.0,,,,,,,1.0,,1.0,,,,1.0
valclei223988,,,,59.77,,0.0,,,,,,,1.0,,1.0,,,,1.0
valclei224192,0.0,,,,,0.0,,,,3.0,,,,,1.0,,,,1.0
valclei224580,,,,38.89,,0.0,,,,,,,18.0,,1.0,,,,1.0
valclei224587,,,,38.89,,0.0,,,,,,,36.0,,1.0,,,,1.0
valclei224688,,,,46.04,,0.0,,,,,,,1.0,,1.0,,,,1.0
valclei224777,,,,41.74,,0.0,,,,,,,2.0,,1.0,,,,1.0
valclei224782,,,,41.74,,0.0,,,,,,,1.0,,1.0,,,,1.0
valclei224787,,,,41.74,,0.0,,,,,,,2.0,,1.0,,,,1.0
valclei224877,0.0,,,,,0.0,,,,4.0,,,,,1.0,,,,1.0
valclei224882,,,,29.05,,0.0,,,,,,,3.0,,1.0,,,,1.0
valclei224887,,,,26.44,,0.0,,,,,,,2.0,,1.0,,,,1.0
valclei225087,0.0,,,133.34,,0.0,,,,1.0,,,10.0,,1.0,,,,1.0
valclei225187,0.0,,,133.34,,0.0,,,,2.0,,,2.0,,1.0,,,,1.0
valclei225377,0.0,,,80.16,,0.0,,,,1.0,,,6.0,,1.0,,,,1.0
valclei225382,,,,80.16,,0.0,,,,,,,4.0,,1.0,,,,1.0
valclei225388,0.0,,,,,0.0,,,,1.0,,,,,1.0,,,,1.0
valclei225482,,,,44.81,,0.0,,,,,,,7.0,,1.0,,,,1.0
valclei225682,0.0,,,57.6,,0.0,,,,2.0,,,8.0,,1.0,,,,1.0
valclei225682p,,,,54.8,,0.0,,,,,,,3.0,,1.0,,,,1.0
valclei225882,,,,58.29,,0.0,,,,,,,2.0,,1.0,,,,1.0
valclei226287,,,,53.46,,0.0,,,,,,,2.0,,1.0,,,,1.0
valclei226582,0.0,,,44.28,,0.0,,,,9.0,,,17.0,,1.0,,,,1.0
