Filial;Produto;Descricao;NCM;Disponivel;Preco;Marca;Cód.Fabricante
2-SP;406409;MACANETA INT. PORTA ESQ. (CROMADO)                                    ;87082999;8;24,49;JAHU PLACA PRETA              ;
2-SP;406416;MACANETA INT. PORTA DIR. (CROMADO)                                    ;87082999;6;24,45;JAHU PLACA PRETA              ;
2-SP;406713;TRINCO QUEBRA VENTO ESQ. (PRETO)                                      ;87089990;6;7,5;JAHU PLACA PRETA              ;
2-SP;406720;TRINCO QUEBRA VENTO DIR. (PRETO)                                      ;87089990;0;13,08;JAHU PLACA PRETA              ;
2-SP;406737;TRINCO QUEBRA VENTO ESQ. (CROMADO)                                    ;87082999;> 10.00   ;17,52;JAHU PLACA PRETA              ;
2-SP;406744;TRINCO QUEBRA VENTO DIR. (CROMADO)                                    ;87082999;> 10.00   ;17,52;JAHU PLACA PRETA              ;
2-SP;406966;TRINCO VIDRO CORREDICO PORTA DIR.                                     ;87082999;3;32,58;JAHU PLACA PRETA              ;
2-SP;406973;TRINCO VIDRO CORREDICO PORTA ESQ.                                     ;87082999;0;37,04;JAHU PLACA PRETA              ;
2-SP;408892;TRAVA SEGURANÇA CAPÔ                                                  ;87082999;0;34,33;JAHU PLACA PRETA              ;
2-SP;410055;GUARNIÇÃO JANELA LATERAL FIXA                                         ;40169300;0;34,26;JAHU PLACA PRETA              ;
2-SP;410062;GUARNIÇÃO VIGIA (C/MACARRÃO)                                          ;40169300;1;31,62;JAHU PLACA PRETA              ;
2-SP;410109;GUARNIÇÃO PARA-LAMAS                                                  ;40082900;7;42,79;JAHU PLACA PRETA              ;
2-SP;410529;GUARNIÇÃO DA PORTA FIXA (ESPONJA)(4.600MM)                            ;40081900;4;36,28;JAHU PLACA PRETA              ;
2-SP;414909;GUARNIÇÃO TETO SOLAR                                                  ;40082900;0;12,66;JAHU PLACA PRETA              ;
2-SP;417887;FECHADURA PORTA ESQ.                                                  ;87082999;0;221,52;JAHU PLACA PRETA              ;
2-SP;420030;GUARNIÇÃO VIGIA (STD)                                                 ;40169300;0;65,15;JAHU PLACA PRETA              ;
2-SP;421129;PESTANA PORTA INT.                                                    ;40082900;0;14,52;JAHU PLACA PRETA              ;
2-SP;454929;RETENTOR DUPLO SETOR DIRECAO                                          ;40169300;0;7,31;JAHU PLACA PRETA              ;
2-SP;490446;MANGUEIRA DO RADIADOR SUP. (ORIG.)                                    ;40093100;0;63,69;JAHU PLACA PRETA              ;
2-SP;490453;MANGUEIRA DO RADIADOR SUP. (ORIG.)                                    ;40093100;0;77,88;JAHU PLACA PRETA              ;
2-SP;490521;MANGUEIRA DO RADIADOR INF. (ORIG.)                                    ;40093100;0;98,97;JAHU PLACA PRETA              ;
2-SP;577956;RESERVATÓRIO DO PARA-BRISA                                            ;87089990;7;134,71;JAHU PLACA PRETA              ;
2-SP;578519;KIT TRAMBULADOR/ALAVANCA CÂMBIO                                       ;87089990;10;10,12;JAHU PLACA PRETA              ;
2-SP;580079;VALVULA TERMOSTATICA (ALUM.)                                          ;84818021;0;243,93;JAHU PLACA PRETA              ;
2-SP;580086;VÁLVULA TERMOSTÁTICA (ALUM.)                                          ;84818021;0;243,93;JAHU PLACA PRETA              ;
2-SP;580406;CILINDRO DE IGNIÇÃO (C/CHAVE)                                         ;87082999;4;25,64;JAHU PLACA PRETA              ;
2-SP;581212;ROTULA PONTA CABO ACELERADOR                                          ;83023000;0;7,16;JAHU PLACA PRETA              ;
2-SP;581472;TAMPA COMBUSTÍVEL                                                     ;87089990;4;28,97;JAHU PLACA PRETA              ;
2-SP;582622;SUPORTE MOTOR                                                         ;87085019;0;76,49;JAHU PLACA PRETA              ;
2-SP;591327;KIT BRACO OSCILANTE SUSPENSAO DIANT. (07 PCS)                         ;87088000;2;20,28;JAHU PLACA PRETA              ;
2-SP;600104;MANGUEIRA DO RADIADOR SUP. (ORIG.)                                    ;40091100;5;18,25;JAHU PLACA PRETA              ;
2-SP;600111;MANGUEIRA DO RADIADOR INF. (ORIG.)                                    ;40093100;6;22,45;JAHU PLACA PRETA              ;
2-SP;600197;COXIM DO CÂMBIO                                                       ;87089990;> 10.00   ;129,43;JAHU PLACA PRETA              ;
2-SP;600203;COXIM CÂMBIO TRAMBULADOR                                              ;40169990;0;35,61;JAHU PLACA PRETA              ;
2-SP;600210;COXIM DO AMORTECEDOR DIANT.                                           ;87089990;> 20.00   ;13,74;JAHU PLACA PRETA              ;
2-SP;600227;BUCHA DA BARRA ESTABILIZADORA DIANT.                                  ;40169990;10;1,73;JAHU PLACA PRETA              ;
2-SP;600234;SUPORTE ESCAPAMENTO                                                   ;40169990;28;6,7;JAHU PLACA PRETA              ;
2-SP;600241;SUPORTE ESCAPAMENTO CENTRAL (CINTA)                                   ;40169990;8;12,21;JAHU PLACA PRETA              ;
2-SP;600302;MANGUEIRA DA BOMBA DÁGUA ORIG.                                        ;40093100;> 10.00   ;8,22;JAHU PLACA PRETA              ;
2-SP;600319;MANGUEIRA DO COLETOR ADMISSAO (ORIG.)                                 ;40091100;0;4,4;JAHU PLACA PRETA              ;
2-SP;600432;COXIM DO MOTOR                                                        ;87089990;0;94,65;JAHU PLACA PRETA              ;
2-SP;600449;BUCHA DA BANDEJA TRAS.                                                ;87088000;4;6,04;JAHU PLACA PRETA              ;
2-SP;600500;COXIM DO MOTOR ESQ.                                                   ;87089990;> 10.00   ;101,33;JAHU PLACA PRETA              ;
2-SP;600517;KIT JUNTA HOMOCINÉTICA LADO CÂMBIO                                    ;87089990;> 10.00   ;24,87;JAHU PLACA PRETA              ;
2-SP;600654;BUCHA DA BARRA ESTABILIZADORA DIANT. (20MM)                           ;40169990;0;2,25;JAHU PLACA PRETA              ;
2-SP;600883;BUCHA DA ALAVANCA DO CÂMBIO (FURO MENOR)                              ;87089990;40;0,48;JAHU PLACA PRETA              ;
2-SP;601231;RESERVATÓRIO EXPANSÃO RADIADOR                                        ;87089100;> 10.00   ;35,1;JAHU PLACA PRETA              ;
2-SP;601514;SEDE ESFERICA SUSPENSÃO DIANT. (MENOR)                                ;87087090;0;13,06;JAHU PLACA PRETA              ;
2-SP;601774;KIT JUNTA HOMOCINÉTICA LC)(ORIG.)                                     ;87089990;0;55,5;JAHU PLACA PRETA              ;
2-SP;601835;SUPORTE ALAVANCA SIST. TRAMBULADOR                                    ;87089990;2;9,56;JAHU PLACA PRETA              ;
2-SP;601859;SUPORTE DO ESCAPAMENTO DIANT. ANEL                                    ;40169990;> 100.00  ;0,65;JAHU PLACA PRETA              ;
2-SP;601880;GUARNIÇÃO DO PARA-BRISA                                               ;40082900;> 10.00   ;51,22;JAHU PLACA PRETA              ;
2-SP;601897;GUARNIÇÃO DO VIGIA PERFIL FINO                                        ;40070019;4;70,53;JAHU PLACA PRETA              ;
2-SP;601972;MANGUEIRA DO RADIADOR INF. (ORIG.)                                    ;40091100;10;23,35;JAHU PLACA PRETA              ;
2-SP;601989;JUNTA TOMADA AR/CARB.                                                 ;40169990;0;2,29;JAHU PLACA PRETA              ;
2-SP;601996;BUCHA DA BARRA ESTABILIZADORA DIANT. (18MM)                           ;40169990;> 40.00   ;2,27;JAHU PLACA PRETA              ;
2-SP;602092;TUBO REFRIGERAÇÃO MOTOR                                               ;87082919;3;14,96;JAHU PLACA PRETA              ;
2-SP;602160;TUBO REFRIGERAÇÃO MOTOR                                               ;87089990;6;16,39;JAHU PLACA PRETA              ;
2-SP;602184;CALÇO MOLA DIANT.                                                     ;40169300;> 20.00   ;8,66;JAHU PLACA PRETA              ;
2-SP;602221;COXIM DO CÂMBIO                                                       ;87089990;> 10.00   ;22,04;JAHU PLACA PRETA              ;
2-SP;602245;COXIM AMORTECEDOR (SUP.) (TRAS.) (ORIG.)                              ;40169990;2;47,56;JAHU PLACA PRETA              ;
2-SP;602252;COXIM CÂMBIO/MOTOR (ORIG.)                                            ;87089990;1;60,74;JAHU PLACA PRETA              ;
2-SP;602283;MANGUEIRA DO MOTOR /AQUECEDOR (ORIG.)                                 ;40091100;> 10.00   ;12,47;JAHU PLACA PRETA              ;
2-SP;602504;BUCHA DA BARRA ESTABILIZADORA DIANT. (23MM)                           ;40169990;10;2,27;JAHU PLACA PRETA              ;
2-SP;602887;"EMBLEMA ""FIAT"" GRADE                                                  ";39263000;6;11,7;JAHU PLACA PRETA              ;
2-SP;603105;KIT JUNTA HOMOCINÉTICA LADO CAMBIO                                    ;87089990;> 10.00   ;10,49;JAHU PLACA PRETA              ;
2-SP;603709;BUCHA DA BANDEJA TRAS. (ORIG.)                                        ;87088000;4;16,28;JAHU PLACA PRETA              ;
2-SP;603778;KIT DO BRAÇO OSCILANTE                                                ;87088000;> 10.00   ;11,71;JAHU PLACA PRETA              ;
2-SP;603792;KIT BARRA ESTABILIZADORA DIANT. 20 MM                                 ;87088000;> 10.00   ;15,83;JAHU PLACA PRETA              ;
2-SP;603822;MANGUEIRA DO RADIADOR INF. (ORIG.)                                    ;40093100;3;15,59;JAHU PLACA PRETA              ;
2-SP;603990;KIT JUNTA HOMOCINÉTICA LC (ORIG)                                      ;87089990;0;23,61;JAHU PLACA PRETA              ;
2-SP;604027;FRISO GRADE RADIADOR (CROMADO)                                        ;87089990;5;8,14;JAHU PLACA PRETA              ;
2-SP;604034;GRADE DO RADIADOR                                                     ;87082992;7;55,03;JAHU PLACA PRETA              ;
2-SP;605000;KIT BARRA ESTABILIZADORA DIANT. (CPTO)                                ;87088000;7;12,01;JAHU PLACA PRETA              ;
2-SP;605154;ESPAC. CARBURADOR                                                     ;87082919;4;3,02;JAHU PLACA PRETA              ;
2-SP;605185;BUCHA DA BANDEJA TRAS.                                                ;87088000;> 40.00   ;7,06;JAHU PLACA PRETA              ;
2-SP;605192;BUCHA DA BANDEJA TRAS. (13MM)                                         ;87088000;> 20.00   ;10,28;JAHU PLACA PRETA              ;
2-SP;605253;COXIM DO AMORTECEDOR TRAS. SUP.                                       ;40169990;> 20.00   ;15,92;JAHU PLACA PRETA              ;
2-SP;605420;BUCHA DO BRAÇO OSCILANTE SUSPENSÃO DIANT. (ORIG.)                     ;40169990;4;5,74;JAHU PLACA PRETA              ;
2-SP;605482;"MANGUEIRA DO AQUECEDOR /CONEXAO ""T"" (ORIG.)                           ";40091100;1;8,19;JAHU PLACA PRETA              ;
2-SP;605659;MANGUEIRA DO RESPIRO FILTRO (ORIG.)                                   ;40091100;> 10.00   ;7,77;JAHU PLACA PRETA              ;
2-SP;605680;MANGUEIRA ÁGUA (RETORNO)                                              ;40091100;0;10,19;JAHU PLACA PRETA              ;
2-SP;605758;MANGUEIRA DO FILTRO DE AR (ORIG.)                                     ;40092110;5;76,98;JAHU PLACA PRETA              ;
2-SP;606014;KIT DA ALAVANCA DO CÂMBIO                                             ;87089990;0;8,05;JAHU PLACA PRETA              ;
2-SP;606564;CALÇO MOLA DIANT. (METAL)                                             ;87089990;16;8,37;JAHU PLACA PRETA              ;
2-SP;606571;RESERVATÓRIO LAV. PARA-BRISA                                          ;87089990;0;22,93;JAHU PLACA PRETA              ;
2-SP;606687;KIT REPARO ALAVANCA CÂMBIO (CPTO)                                     ;87089990;2;28,67;JAHU PLACA PRETA              ;
2-SP;606700;KIT REPARO ALAVANCA CÂMBIO/TRAMBULADOR                                ;87089990;3;9,72;JAHU PLACA PRETA              ;
2-SP;606748;KIT DA BARRA ESTABILIZADORA DIANT. 18 MM                              ;87089990;> 10.00   ;8,19;JAHU PLACA PRETA              ;
2-SP;606762;KIT DA BARRA ESTABILIZADORA DIANT. 23 MM                              ;87088000;> 10.00   ;14,46;JAHU PLACA PRETA              ;
2-SP;607141;TAMPA ÓLEO MOTOR                                                      ;87082999;7;18,86;JAHU PLACA PRETA              ;
2-SP;609046;FECHADURA PORTA-MALAS                                                 ;87082999;0;31,58;JAHU PLACA PRETA              ;
2-SP;690150;TAMPA VÁLVULA (REFR. ÁGUA )                                           ;84099190;0;64,9;JAHU PLACA PRETA              ;
2-SP;691942;TAMPA COMBUSTIVEL (C/CHAVE) (GAS.)                                    ;87089990;> 10.00   ;22,92;JAHU PLACA PRETA              ;
2-SP;692192;ACABAMENTO INF. REV. PORTA DIR./ESQ. (PTA)                            ;87082999;0;32,41;JAHU PLACA PRETA              ;
2-SP;692390;TUBO ABAST. ÓLEO (S/TAMPA)                                            ;84099999;7;48,58;JAHU PLACA PRETA              ;
2-SP;692819;CILINDRO DE IGNIÇÃO (C/CHAVE) (PINO LONGO)                            ;87082999;5;35,96;JAHU PLACA PRETA              ;
2-SP;693038;ACABAMENTO INF. REV. PORTA DIR./ESQ. (CZA)                            ;87082999;0;38,08;JAHU PLACA PRETA              ;
2-SP;693090;FORRAÇÃO PORTA DIANT. (PRETO)                                         ;87082999;1;59,23;JAHU PLACA PRETA              ;
2-SP;693106;REVESTIMENTO PORTA DIANT. (PRETO)                                     ;87082999;4;80,4;JAHU PLACA PRETA              ;
2-SP;693397;TAMPA RESERVATÓRIO LAV. PARA-BRISA                                    ;87089990;1;6,23;JAHU PLACA PRETA              ;
2-SP;693403;POLIA VIRABREQUIM                                                     ;84835010;5;39,58;JAHU PLACA PRETA              ;
2-SP;693434;GARFO DA EMBREAGEM                                                    ;87089990;> 10.00   ;42,99;JAHU PLACA PRETA              ;
2-SP;693533;REVESTIMENTO DA PORTA DIANT. PRETO                                    ;87082999;4;80,4;JAHU PLACA PRETA              ;
2-SP;694240;CANALETA DA PORTA DIR. (3 PEÇAS)                                      ;40082900;0;27,93;JAHU PLACA PRETA              ;
2-SP;694257;CANALETA DA PORTA ESQ. (3 PEÇAS)                                      ;40082900;0;27,94;JAHU PLACA PRETA              ;
2-SP;694356;MAÇANETA EXT. PORTA DIR. C/CHAVE/FRISO INO                            ;87082999;2;40,95;JAHU PLACA PRETA              ;
2-SP;694363;MAÇANETA EXT. PORTA ESQ. C/CHAVE/FRISO INO                            ;87082999;4;40,95;JAHU PLACA PRETA              ;
2-SP;695421;"EMBLEMA ""VOYAGE"" (AUTO RELEVO)                                        ";39263000;4;4,25;JAHU PLACA PRETA              ;
2-SP;695438;"EMBLEMA ""PARATI"" (AUTO RELEVO)                                        ";39263000;1;4,25;JAHU PLACA PRETA              ;
2-SP;695445;"EMBLEMA ""SAVEIRO"" (AUTO RELEVO)                                       ";39263000;0;3,7;JAHU PLACA PRETA              ;
2-SP;695483;"EMBLEMA ""VOYAGE LS"" (LS VERM.)                                        ";39263000;0;4,21;JAHU PLACA PRETA              ;
2-SP;696138;VARETA DO NÍVEL DE ÓLEO                                               ;90261029;1;3,22;JAHU PLACA PRETA              ;
2-SP;697067;MANGUEIRA DO FILTRO DE AR                                             ;40092110;0;83,69;JAHU PLACA PRETA              ;
2-SP;698361;DESCANSO BRAÇO (CZA)                                                  ;87082999;> 10.00   ;26,49;JAHU PLACA PRETA              ;
2-SP;699269;ALAVANCA ACELERADOR                                                   ;87083090;6;9,02;JAHU PLACA PRETA              ;
2-SP;700125;BUCHA DA SUSPENSÃO TRAS.                                              ;40169990;3;7,08;JAHU PLACA PRETA              ;
2-SP;700163;FLEXÍVEL FREIO TRAS. (297MM)                                          ;59090000;7;15,8;JAHU PLACA PRETA              ;
2-SP;700286;GUARNIÇÃO DO QUEBRA-VENTO ESQ.                                        ;40082900;0;103,82;JAHU PLACA PRETA              ;
2-SP;700309;GUARNIÇÃO DO QUEBRA-VENTO DIR.                                        ;40082900;0;103,82;JAHU PLACA PRETA              ;
2-SP;700590;PONTEIRA PARA-CHOQUE DIANT. ESQ.                                      ;87081000;2;19,62;JAHU PLACA PRETA              ;
2-SP;700606;PONTEIRA PARA-CHOQUE DIANT. DIR.                                      ;87081000;0;26,22;JAHU PLACA PRETA              ;
2-SP;700613;PONTEIRA PARA-CHOQUE TRAS. ESQ.                                       ;87081000;0;26,22;JAHU PLACA PRETA              ;
2-SP;700620;PONTEIRA PARA-CHOQUE TRAS. DIR.                                       ;87081000;0;26,22;JAHU PLACA PRETA              ;
2-SP;700637;PONTEIRA PARA-CHOQUE TRAS. ESQ.                                       ;87081000;0;27,31;JAHU PLACA PRETA              ;
2-SP;700644;PONTEIRA PARA-CHOQUE TRAS. DIR.                                       ;87081000;0;27,31;JAHU PLACA PRETA              ;
2-SP;700736;GUARNICAO VIGIA FIXO                                                  ;40169300;6;47,78;JAHU PLACA PRETA              ;
2-SP;700774;PESTANA DA PORTA EXT. ESQ. (C/ALMA METALICA)                          ;40082900;1;10,23;JAHU PLACA PRETA              ;
2-SP;700781;PESTANA DA PORTA EXT. DIR. (C/ALMA METÁLICA)                          ;40082900;6;10,23;JAHU PLACA PRETA              ;
2-SP;700798;PESTANA DA PORTA INT. ESQ.                                            ;40082900;2;10,23;JAHU PLACA PRETA              ;
2-SP;700804;PESTANA DA PORTA INT. DIR.                                            ;40082900;> 10.00   ;10,23;JAHU PLACA PRETA              ;
2-SP;700873;SUP. PARA-CHOQUE (PONTEIRA)                                           ;87082999;> 100.00  ;0,68;JAHU PLACA PRETA              ;
2-SP;700941;MAÇANETA (GATILHO)INT. PORTA ESQ. (PRETO)                             ;87082993;> 10.00   ;1,83;JAHU PLACA PRETA              ;
2-SP;700958;MAÇANETA (GATILHO)INT. PORTA DIR. (PRETO)                             ;87082993;8;2,16;JAHU PLACA PRETA              ;
2-SP;701177;MANOPLA ALAVANCA CÂMBIO                                               ;87089990;1;4,34;JAHU PLACA PRETA              ;
2-SP;701290;TAMPA PORTA-LUVAS (PTO)                                               ;87082999;> 10.00   ;10,73;JAHU PLACA PRETA              ;
2-SP;701337;MANGUEIRA DO RADIADOR SUP. (C/ACD) (ORIG.)                            ;40093100;2;22,53;JAHU PLACA PRETA              ;
2-SP;701399;ARREMATE MOLD. MACANETA INT. PORTA ESQ. (PRETO)                       ;87082999;41;1,06;JAHU PLACA PRETA              ;
2-SP;701405;ARREMATE MOLD. MACANETA INT. PORTA DIR. (PRETO)                       ;87082999;40;1,06;JAHU PLACA PRETA              ;
2-SP;701498;GRADE RADIADOR (CINZA)                                                ;87082912;0;28,94;JAHU PLACA PRETA              ;
2-SP;701566;GRADE RADIADOR (PRETA)                                                ;87082992;7;53,02;JAHU PLACA PRETA              ;
2-SP;701573;GRADE RADIADOR (PRETA)                                                ;87082912;> 10.00   ;26,97;JAHU PLACA PRETA              ;
2-SP;701580;RESERVATÓRIO EXPANSÃO RADIADOR                                        ;87089100;9;23,95;JAHU PLACA PRETA              ;
2-SP;701603;CANALETA DA PORTA (C/PESTANA/10 PEÇAS)                                ;40082100;0;79,82;JAHU PLACA PRETA              ;
2-SP;701610;CANALETA DA PORTA (6 PEÇAS)                                           ;40082900;0;49,75;JAHU PLACA PRETA              ;
2-SP;701658;PAPELÃO RADIADOR (JG 4 PCS)                                           ;87082999;0;24,42;JAHU PLACA PRETA              ;
2-SP;701665;PAPELÃO RADIADOR SUP.                                                 ;87082999;1;9,5;JAHU PLACA PRETA              ;
2-SP;701672;CONSOLE ALAVANCA CÂMBIO (PTO)                                         ;87082919;> 10.00   ;19,99;JAHU PLACA PRETA              ;
2-SP;701771;DESCANSO BRAÇO (PTO)                                                  ;87082919;4;16,39;JAHU PLACA PRETA              ;
2-SP;701801;DESCANSO BRAÇO (PTO)(ORIG.)                                           ;87082999;2;12,62;JAHU PLACA PRETA              ;
2-SP;701986;GRADE DO RADIADOR                                                     ;87082912;4;26,11;JAHU PLACA PRETA              ;
2-SP;701993;GRADE DO RADIADOR                                                     ;87082912;0;26,11;JAHU PLACA PRETA              ;
2-SP;702051;ARREMATE DA GRADE INF. ESQ.                                           ;87082999;> 10.00   ;7,7;JAHU PLACA PRETA              ;
2-SP;702068;ARREMATE DA GRADE INF. DIR.                                           ;87082999;> 10.00   ;7,56;JAHU PLACA PRETA              ;
2-SP;702075;ARREMATE DA GRADE SUP. ESQ.                                           ;87082999;> 10.00   ;7,7;JAHU PLACA PRETA              ;
2-SP;702082;ARREMATE DA GRADE SUP. DIR.                                           ;87082999;> 10.00   ;7,7;JAHU PLACA PRETA              ;
2-SP;702556;SUPORTE DO COXIM DO MOTOR ESQ.                                        ;87089990;0;79,68;JAHU PLACA PRETA              ;
2-SP;702594;TRAVA DESLIZE BANCO                                                   ;87082999;70;0,38;JAHU PLACA PRETA              ;
2-SP;702709;BUCHA DO AMORTECEDOR DIANT./TRAS.                                     ;40169990;9;7,19;JAHU PLACA PRETA              ;
2-SP;702747;SUPORTE MOTOR COXIM FRONTAL                                           ;87089990;3;33,98;JAHU PLACA PRETA              ;
2-SP;703652;"EMBLEMA ""VW"" TAMPA TRAS. (CROMADO)                                    ";87082999;> 10.00   ;3,61;JAHU PLACA PRETA              ;
2-SP;704420;PAINEL RADIO/CINZEIRO                                                 ;87089990;0;102,91;JAHU PLACA PRETA              ;
2-SP;704611;SUP. PARA-CHOQUE DIANT. ESQ.                                          ;87082999;5;24,72;JAHU PLACA PRETA              ;
2-SP;704628;SUP. PARA-CHOQUE DIANT. DIR.                                          ;87082999;0;41,26;JAHU PLACA PRETA              ;
2-SP;705632;MANGUEIRA COL./COMPRESSOR(ORIG.)                                      ;40091100;0;19,24;JAHU PLACA PRETA              ;
2-SP;707100;HELICE REFRIGERAÇÃO MOTOR (DEZ PAS)                                   ;84149020;0;85,06;JAHU PLACA PRETA              ;
2-SP;707445;FECHADURA PORTA DIANT. ESQ.                                           ;83012000;4;35,4;JAHU PLACA PRETA              ;
2-SP;707452;FECHADURA PORTA DIANT. DIR.                                           ;83012000;0;36,66;JAHU PLACA PRETA              ;
2-SP;707704;MAÇANETA INT. PORTA DIANT. ESQ. (PTA)                                 ;87082999;5;10,63;JAHU PLACA PRETA              ;
2-SP;707711;MAÇANETA INT. PORTA DIANT. DIR. (PTA)                                 ;87082999;0;10,69;JAHU PLACA PRETA              ;
2-SP;707872;MAÇANETA DA PORTA EXT. DIR.                                           ;87082999;> 10.00   ;40,95;JAHU PLACA PRETA              ;
2-SP;707889;MAÇANETA DA PORTA EXT. ESQ. (C/CHAVE)                                 ;87082999;> 10.00   ;40,95;JAHU PLACA PRETA              ;
2-SP;708008;MÁQUINA VIDRO MANUAL DIR. (PINO BAIXO)                                ;87082999;2;59,88;JAHU PLACA PRETA              ;
2-SP;708015;MAQUINA VIDRO MANUAL ESQ. (PINO BAIXO)                                ;87082999;4;100,12;JAHU PLACA PRETA              ;
2-SP;708589;MAÇANETA DA PORTA EXT. (BOTÃO/C/CHAVE)                                ;83023000;4;36,38;JAHU PLACA PRETA              ;
2-SP;730795;DOBRADIÇA CAPÔ DIR.                                                   ;87082999;0;11,33;JAHU PLACA PRETA              ;
2-SP;730801;DOBRADIÇA CAPÔ ESQ.                                                   ;87089990;0;11,33;JAHU PLACA PRETA              ;
2-SP;762086;FLANGE DA VALVULA TERMOSTÁTICA CURTO                                  ;84099115;> 10.00   ;21,53;JAHU PLACA PRETA              ;
2-SP;765070;DIFUSOR AR CENTRAL/LATERAL (PTO)                                      ;87082919;4;7,71;JAHU PLACA PRETA              ;
2-SP;765087;DIFUSOR AR CENTRAL/LATERAL (MARRON)                                   ;87082919;0;7,86;JAHU PLACA PRETA              ;
2-SP;765292;MOLDURA MAÇANETA INT. DIR. (CZA)                                      ;87082999;> 10.00   ;1,6;JAHU PLACA PRETA              ;
2-SP;765308;MOLDURA MACANETA INT. ESQ (CZA)                                       ;87082999;6;2,08;JAHU PLACA PRETA              ;
2-SP;765339;CILINDRO DE IGNIÇÃO PINO CURTO                                        ;87082999;> 10.00   ;32,28;JAHU PLACA PRETA              ;
2-SP;765414;MOLA TRAVA INF. CAPÔ                                                  ;87082999;7;6,63;JAHU PLACA PRETA              ;
2-SP;765896;REPARO PEDAL ACELERADOR                                               ;87089990;3;35,33;JAHU PLACA PRETA              ;
2-SP;767661;FORRAÇÃO LATERAL TRAS. (2 PORTAS)                                     ;87082999;0;55,52;JAHU PLACA PRETA              ;
2-SP;767678;FORRAÇÃO LATERAL TRAS. (3 PORTAS)                                     ;87082999;0;55,52;JAHU PLACA PRETA              ;
2-SP;800016;GUARNIÇÃO VIGIA (LX)                                                  ;40082900;0;101,55;JAHU PLACA PRETA              ;
2-SP;800092;GUARNIÇÃO DO PARA-BRISA (S/FRISO) STAND.                              ;40082900;1;101,63;JAHU PLACA PRETA              ;
2-SP;800344;GUARDA-PÓ DA ALAVANCA DO CÂMBIO C/BASE                                ;87082999;> 10.00   ;12,88;JAHU PLACA PRETA              ;
2-SP;800450;FRISO PARA-CHOQUE (PRATA) (METRO)                                     ;39263000;0;6,37;JAHU PLACA PRETA              ;
2-SP;800870;GRADE RADIADOR                                                        ;87082992;5;42,02;JAHU PLACA PRETA              ;
2-SP;800948;KIT DA BARRA ESTABILIZADORA DIANT. EXT./INT.                          ;87089990;> 10.00   ;13,96;JAHU PLACA PRETA              ;
2-SP;801679;SUP. PARA-CHOQUE LAT.                                                 ;87089990;0;1,85;JAHU PLACA PRETA              ;
2-SP;801709;"EMBLEMA ""VW"" GRADE                                                    ";39263000;2;9,18;JAHU PLACA PRETA              ;
2-SP;801792;FRISO GRADE L.E (PRETO)                                               ;87082999;> 10.00   ;6,2;JAHU PLACA PRETA              ;
2-SP;802102;FRISO DO TETO (CALHA)                                                 ;39263000;1;10,5;JAHU PLACA PRETA              ;
2-SP;802492;MANGUEIRA SEP. OLEO INF. (ORIG.)                                      ;40091100;10;6,52;JAHU PLACA PRETA              ;
2-SP;802775;KIT SUPORTE ESCAPAMENTO (04 PCS)                                      ;87089200;2;9,34;JAHU PLACA PRETA              ;
2-SP;803161;FECHADURA PORTA DIANT. ESQ.                                           ;83012000;4;35,39;JAHU PLACA PRETA              ;
2-SP;803178;FECHADURA PORTA DIANT. DIR.                                           ;83012000;4;35,38;JAHU PLACA PRETA              ;
2-SP;803314;FECHADURA PORTA TRAS. ESQ.                                            ;83012000;2;30,1;JAHU PLACA PRETA              ;
2-SP;803321;FECHADURA PORTA TRAS. DIR.                                            ;83023000;0;37,95;JAHU PLACA PRETA              ;
2-SP;803451;FECHADURA PORTA-MALAS                                                 ;83012000;2;32,04;JAHU PLACA PRETA              ;
2-SP;803840;MAÇANETA EXT. PORTA TRAS. S/CHAVE DIR                                 ;87089990;6;20,9;JAHU PLACA PRETA              ;
2-SP;803857;MAÇANETA EXT. PORTA TRAS. S/CHAVE ESQ.                                ;87089990;3;21,55;JAHU PLACA PRETA              ;
2-SP;803864;MACANETA EXT. PORTA TRAS. S/CHAVE DIR                                 ;87082993;4;31,09;JAHU PLACA PRETA              ;
2-SP;803871;MAÇANETA EXT. PORTA TRAS. S/CHAVE ESQ.                                ;87089990;0;31,09;JAHU PLACA PRETA              ;
2-SP;804205;"EMBLEMA ""SANTANA""                                                     ";39263000;1;4,25;JAHU PLACA PRETA              ;
2-SP;804236;"EMBLEMA ""SANTANA CS""                                                  ";39263000;0;4,25;JAHU PLACA PRETA              ;
2-SP;804243;"EMBLEMA ""2000""                                                        ";39263000;0;4,25;JAHU PLACA PRETA              ;
2-SP;804250;"EMBLEMA ""QUANTUM"" (GDE)                                               ";39263000;5;2,55;JAHU PLACA PRETA              ;
2-SP;804748;FRISO DO TETO (ABS PRETO/CALHA) ESP.                                  ;39263000;5;59,47;JAHU PLACA PRETA              ;
2-SP;804960;TAMPA CAIXA VENT. (C/AR)                                              ;87089990;0;28,2;JAHU PLACA PRETA              ;
2-SP;804977;TAMPA CAIXA VENT. (S/AR)                                              ;87089990;0;28,2;JAHU PLACA PRETA              ;
2-SP;865718;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;4;406,63;MONROE                        ;379052SP
2-SP;865725;AMORTECEDOR DA SUSPENSÃO MATIC PLUS                                   ;87088000;0;302,74;MONROE                        ;334200MM
