Filial;Produto;Descricao;NCM;Disponivel;Preco;Marca;Cód.Fabricante
2-SP;865749;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS DIR.                       ;87088000;10;395,06;MONROE                        ;806127MM
2-SP;865756;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS ESQ.                       ;87088000;0;385,47;MONROE                        ;806128MM
2-SP;865763;AMORTECEDOR DA SUSPENSÃO ADVENTURE TRAS.                              ;87088000;0;631,16;MONROE                        ;D0309
2-SP;865770;AMORTECEDOR DA SUSPENSÃO DIANT. ADVENTURE                             ;87088000;0;776,18;MONROE                        ;D0303
2-SP;865787;AMORTECEDOR DA SUSPENSÃO TRAS. REFLEX                                 ;87088000;0;422,01;MONROE                        ;E2068
2-SP;865794;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;0;384,47;MONROE                        ;376048SP
2-SP;865800;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;0;750,93;MONROE                        ;73057
2-SP;865817;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;0;750,93;MONROE                        ;73058
2-SP;865824;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;0;484,24;MONROE                        ;749043SP
2-SP;865831;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;0;484,24;MONROE                        ;749044SP
2-SP;865848;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;1;404,39;MONROE                        ;746002SP
2-SP;865855;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;1;412,77;MONROE                        ;746003SP
2-SP;865862;AMORTECEDOR DA SUSPENSÃO TRAS. GAS PREMIUM                            ;87088000;0;281,11;MONROE                        ;G1055
2-SP;865879;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;0;404,89;MONROE                        ;72563
2-SP;865886;AMORTECEDOR DA SUSPENSÃO DIANT. REFLEX                                ;87088000;0;478,57;MONROE                        ;E2034
2-SP;865893;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;0;489,08;MONROE                        ;SP200
2-SP;865916;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;0;261,79;MONROE                        ;334260MM
2-SP;866296;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS DIR.                 ;87088000;0;350,59;MONROE                        ;M5P808243
2-SP;866302;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS ESQ.                 ;87088000;0;350,59;MONROE                        ;M5P808244
2-SP;866319;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;0;291,32;MONROE                        ;M749023SP
2-SP;866326;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;2;311,13;MONROE                        ;M749026SP
2-SP;866333;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS DIR.                 ;87088000;0;402,03;MONROE                        ;M808541MM
2-SP;866340;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS ESQ.                 ;87088000;0;402,03;MONROE                        ;M808542MM
2-SP;866357;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;0;217,91;MONROE                        ;M334490MM
2-SP;866364;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;0;448,96;MONROE                        ;M749054SP
2-SP;866371;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;0;448,96;MONROE                        ;M749055SP
2-SP;866418;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;0;258,62;MONROE                        ;M749076SP
2-SP;866425;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;0;258,62;MONROE                        ;M749077SP
2-SP;866432;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;4;163,84;MONROE                        ;M379057SP
2-SP;866449;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;0;246,15;MONROE                        ;M749074SP
2-SP;866456;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;0;246,15;MONROE                        ;M749075SP
2-SP;866463;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;0;165,94;MONROE                        ;M379056SP
2-SP;866470;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;0;153,77;MONROE                        ;M379058SP
2-SP;866487;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;0;294,31;MONROE                        ;M379050SP
2-SP;866494;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS ESQ.                 ;87088000;0;377,14;MONROE                        ;M808605MM
2-SP;866500;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS DIR.                 ;87088000;0;377,14;MONROE                        ;M808606MM
2-SP;866517;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;0;217,7;MONROE                        ;334533MM
2-SP;866524;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS ESQ.                 ;87088000;0;508,69;MONROE                        ;M808535MM
2-SP;866531;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS DIR.                 ;87088000;0;508,69;MONROE                        ;M808536MM
2-SP;866548;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS ESQ.                 ;87088000;0;414,77;MONROE                        ;M808529MM
2-SP;866555;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS DIR.                 ;87088000;0;414,77;MONROE                        ;M808530MM
2-SP;866739;AMORTECEDOR DA SUSPENSÃO DIANT. CAMINHÃO/ÔNIBUS MONRO-MAGNUM          ;87088000;0;297,21;MONROE                        ;65418
2-SP;866746;AMORTECEDOR DA SUSPENSÃO ÔNIBUS MAGNUM                                ;87088000;0;293,87;MONROE                        ;65459
2-SP;866753;AMORTECEDOR DA SUSPENSÃO DIANT. CAMINHÃO CONVENCIONAL                 ;87088000;4;264,91;MONROE                        ;54505
2-SP;866760;AMORTECEDOR DE CABINE DIANT. CONVENCIONAL                             ;87088000;0;148,19;MONROE                        ;38272
2-SP;866777;AMORTECEDOR DA SUSPENSÃO MAGNUM                                       ;87088000;0;288,07;MONROE                        ;650491MG
2-SP;867002;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;> 10.00   ;104,51;MONROE                        ;334083MM
2-SP;867019;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;> 10.00   ;100,62;MONROE                        ;334019MM
2-SP;867026;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;> 10.00   ;193,74;MONROE                        ;808031MM
2-SP;867040;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;2;118,99;MONROE                        ;334058MM
2-SP;867057;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;4;117,93;MONROE                        ;334829MM
2-SP;867064;AMORTECEDOR DA SUSPENSÃO TRAS. LIGHT                                  ;87088000;6;118,5;MONROE                        ;334868MM
2-SP;867071;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;0;194,39;MONROE                        ;808899MM
2-SP;867088;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;2;135,06;MONROE                        ;334909MM
2-SP;867095;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;8;204,79;MONROE                        ;808949MM
2-SP;867101;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM                           ;87088000;0;410,02;MONROE                        ;53Z16497
2-SP;867118;AMORTECEDOR DA SUSPENSÃO TRAS. GAS PREMIUM                            ;87088000;0;218,19;MONROE                        ;53Z23978
2-SP;867125;AMORTECEDOR DA SUSPENSÃO TRAS. PREMIUM                                ;87088000;> 10.00   ;140,22;MONROE                        ;379014SP
2-SP;867132;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;4;217,73;MONROE                        ;334004MM
2-SP;867149;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;2;241,47;MONROE                        ;334015MM
2-SP;867156;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM                           ;87088000;0;493,33;MONROE                        ;16498
2-SP;867163;AMORTECEDOR DA SUSPENSÃO TRAS. PREMIUM                                ;87088000;1;173,82;MONROE                        ;27024
2-SP;867170;AMORTECEDOR DA SUSPENSÃO TRAS. PREMIUM                                ;87088000;> 10.00   ;161,34;MONROE                        ;379216SP
2-SP;867187;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;4;220,29;MONROE                        ;SP218
2-SP;867194;AMORTECEDOR DA SUSPENSÃO TRAS. PREMIUM                                ;87088000;8;168,16;MONROE                        ;27244
2-SP;867200;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;> 10.00   ;160,79;MONROE                        ;SP251
2-SP;867217;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;4;200,48;MONROE                        ;27254
2-SP;867224;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM GOLD                      ;87088000;0;176,51;MONROE                        ;334303MM
2-SP;867231;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM                            ;87088000;0;189,98;MONROE                        ;27326
2-SP;867248;AMORTECEDOR DA SUSPENSÃO MONRO-MATIC PLUS                             ;87088000;2;236,75;MONROE                        ;334255MM
2-SP;867255;AMORTECEDOR DA SUSPENSÃO DIANT. PREMIUM GOLD                          ;87088000;> 10.00   ;233,78;MONROE                        ;27380
2-SP;867262;AMORTECEDOR DA SUSPENSÃO TRAS. PREMIUM GOLD                           ;87088000;> 10.00   ;164,02;MONROE                        ;27381
2-SP;867279;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;0;164,78;MONROE                        ;27387
2-SP;867286;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;> 10.00   ;175,31;MONROE                        ;334390MM
2-SP;867293;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;4;185,11;MONROE                        ;M334485MM
2-SP;867309;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM GOLD DIR.                 ;87088000;1;252,54;MONROE                        ;808332MM
2-SP;867316;AMORTECEDOR DA SUSPENSÃO MATIC PLUS                                   ;87088000;4;252,54;MONROE                        ;808331MM
2-SP;867323;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;0;161,68;MONROE                        ;334822MM
2-SP;867347;AMORTECEDOR DA SUSPENSÃO TRAS GAS PREMIUM GOLD                        ;87088000;0;182,88;MONROE                        ;334970MM
2-SP;867378;AMORTECEDOR DA SUSPENSÃO TRAS. GAS PREMIUM                            ;87088000;> 10.00   ;314,97;MONROE                        ;83754
2-SP;867385;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;4;162,5;MONROE                        ;334922MM
2-SP;867392;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;> 10.00   ;120,29;MONROE                        ;334035MM
2-SP;867408;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;> 10.00   ;110,51;MONROE                        ;334037MM
2-SP;867415;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;> 10.00   ;119,36;MONROE                        ;334441MM
2-SP;867422;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;> 10.00   ;172,9;MONROE                        ;808053MM
2-SP;867439;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;4;128,38;MONROE                        ;334445MM
2-SP;867446;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;2;139,22;MONROE                        ;334110MM
2-SP;867453;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;> 10.00   ;157,44;MONROE                        ;334148MM
2-SP;867460;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;4;150,08;MONROE                        ;38153
2-SP;867477;AMORTECEDOR DA SUSPENSÃO TRAS. CONVENCIONAL                           ;87088000;4;136,22;MONROE                        ;38154
2-SP;867484;AMORTECEDOR DA SUSPENSÃO TRAS. MATIC PLUS                             ;87088000;> 10.00   ;176,37;MONROE                        ;808030MM
2-SP;867491;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;2;222,55;MONROE                        ;334295MM
2-SP;867507;AMORTECEDOR DA SUSPENSÃO TRAS. CONVENCIONAL                           ;87088000;> 10.00   ;215;MONROE                        ;334296MM
2-SP;867514;AMORTECEDOR DA SUSPENSÃO DIANT. MATIC PLUS                            ;87088000;8;189,25;MONROE                        ;334050MM
2-SP;867521;AMORTECEDOR DA SUSPENSÃO DIANT. CONVENCIONAL                          ;87088000;4;172,95;MONROE                        ;334415MM
2-SP;867538;AMORTECEDOR DA SUSPENSÃO TRAS. CONVENCIONAL                           ;87088000;2;186,6;MONROE                        ;334416MM
2-SP;867552;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;6;164,96;MONROE                        ;334435MM
2-SP;867569;AMORTECEDOR DA SUSPENSÃO DIANT. MONRO-MATIC PLUS                      ;87088000;4;122,11;MONROE                        ;334855MM
2-SP;867576;AMORTECEDOR DA SUSPENSÃO TRAS. MONRO-MATIC PLUS                       ;87088000;0;161,53;MONROE                        ;334451MM
2-SP;867583;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;0;568,86;MONROE                        ;72491
2-SP;867590;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;0;568,86;MONROE                        ;72492
2-SP;867606;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;> 10.00   ;483,21;MONROE                        ;72509
2-SP;867613;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;> 10.00   ;483,21;MONROE                        ;72510
2-SP;867620;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM DIR.                       ;87088000;0;603,17;MONROE                        ;72526
2-SP;867637;AMORTECEDOR DA SUSPENSÃO DIANT. OESPECTRUM ESQ.                       ;87088000;0;603,17;MONROE                        ;72527
2-SP;867644;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM                           ;87088000;4;306,52;MONROE                        ;83757
2-SP;867651;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM                           ;87088000;2;485,82;MONROE                        ;84751
2-SP;867668;AMORTECEDOR DA SUSPENSÃO DIANT. PREMIUM                               ;87088000;2;281,17;MONROE                        ;83805
2-SP;867675;AMORTECEDOR DA SUSPENSÃO TRAS. OESPECTRUM                             ;87088000;6;175,15;MONROE                        ;SP806
2-SP;867682;AMORTECEDOR DA SUSPENSÃO DIANT. GAS PREMIUM                           ;87088000;2;361,57;MONROE                        ;83815
2-SP;867699;AMORTECEDOR DA SUSPENSÃO TRAS. GAS PREMIUM                            ;87088000;2;282,41;MONROE                        ;83807
