COD COMPEL;COD FABRICA;QTDE EMBALAGEM;UNIDADE MEDIDA;DISPONIBILIDADE;PREÇO;FABRICANTE
TDI2401;TDI2401;1;Pc;A;50,94;PRIVATE BRASIL INDUSTRIA, COMERCIO E IMPORTACAO DE PECAS AUT
TDI3004;TDI3004;1;Pc;A;71,84;PRIVATE BRASIL INDUSTRIA, COMERCIO E IMPORTACAO DE PECAS AUT
TDI3309;TDI3309;1;Pc;A;72,24;PRIVATE BRASIL INDUSTRIA, COMERCIO E IMPORTACAO DE PECAS AUT
TDI3310;TDI3310;1;Pc;A;72,24;PRIVATE BRASIL INDUSTRIA, COMERCIO E IMPORTACAO DE PECAS AUT
TDI3315;TDI3315;1;Pc;A;70,76;PRIVATE BRASIL INDUSTRIA, COMERCIO E IMPORTACAO DE PECAS AUT
TDI3316;TDI3316;1;Pc;A;70,76;PRIVATE BRASIL INDUSTRIA, COMERCIO E IMPORTACAO DE PECAS AUT
TDI50200;TDI50200;1;Pc;Indisponível;56,1;PRIVATE BRASIL INDUSTRIA, COMERCIO E IMPORTACAO DE PECAS AUT
TDI50201;TDI50201;1;Pc;Indisponível;56,1;PRIVATE BRASIL INDUSTRIA, COMERCIO E IMPORTACAO DE PECAS AUT
TDI5310;TDI5310;1;Pc;A;46,84;PRIVATE BRASIL INDUSTRIA, COMERCIO E IMPORTACAO DE PECAS AUT
TE1103L;TE1103L;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TE1168;TE1168;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TE1365R;TE1365R;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TE1710R;TE1710R;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TE2211;TE2211;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TE3170R;TE3170R;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TE3171L;TE3171L;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TE518L;TE518L;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TE529R;TE529R;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TELE001;TELE001;1;Un;Indisponível;0;
TFW313;TFW313;1;Pc;B;43,78;R NETO DO BRASIL PECAS AUTOMOTIVAS LTDA
TFW710;TFW710;1;Pc;A;43,96;R NETO DO BRASIL PECAS AUTOMOTIVAS LTDA
TFW803;TFW803;1;Pc;B;105,54;R NETO DO BRASIL PECAS AUTOMOTIVAS LTDA
TM1;TM1;1;Pc;Indisponível;0;SOFAPE FABRICANTE DE FILTROS LTDA
TM2;TM2;1;Pc;Indisponível;0;SOFAPE FABRICANTE DE FILTROS LTDA
TM3;TM3;1;Pc;Indisponível;0;SOFAPE FABRICANTE DE FILTROS LTDA
TM4;TM4;1;Pc;Indisponível;0;SOFAPE FABRICANTE DE FILTROS LTDA
TM5;TM5;1;Pc;Indisponível;0;SOFAPE FABRICANTE DE FILTROS LTDA
TM63;TM63;1;Pc;Indisponível;0;SOFAPE FABRICANTE DE FILTROS LTDA
TN101;TN101;1;PC;Indisponível;0;EFRARI IND.E COM.IMP.E EXP.DE AUTOPECAS LTDA
TO0002;TO0002;2;Pc;Indisponível;172,23;RASSINI - NHK AUTO PECAS LTDA.
TO0003;TO0003;2;Pc;Indisponível;171,08;RASSINI - NHK AUTO PECAS LTDA.
TO0004;TO0004;2;Pc;Indisponível;168,88;RASSINI - NHK AUTO PECAS LTDA.
TO0438;TO0438;2;Pc;Indisponível;175,83;RASSINI - NHK AUTO PECAS LTDA.
TO0439;TO0439;2;Pc;B;176,09;RASSINI - NHK AUTO PECAS LTDA.
TO0440;TO0440;2;Pc;Indisponível;169,12;RASSINI - NHK AUTO PECAS LTDA.
TO0464;TO0464;2;Pc;Indisponível;181,77;RASSINI - NHK AUTO PECAS LTDA.
TO0553;TO0553;2;Pc;Indisponível;209,49;RASSINI - NHK AUTO PECAS LTDA.
TO0554;TO0554;2;Pc;Indisponível;217,56;RASSINI - NHK AUTO PECAS LTDA.
TO0555;TO0555;2;Pc;Indisponível;183,63;RASSINI - NHK AUTO PECAS LTDA.
TO0563;TO0563;2;Pc;Indisponível;221,19;RASSINI - NHK AUTO PECAS LTDA.
TO0564;TO0564;2;Pc;Indisponível;201,02;RASSINI - NHK AUTO PECAS LTDA.
TO0569;TO0569;2;Pc;Indisponível;260,92;RASSINI - NHK AUTO PECAS LTDA.
TO0570;TO0570;2;Pc;Indisponível;217,94;RASSINI - NHK AUTO PECAS LTDA.
TO0587;TO0587;2;Pc;Indisponível;158,21;RASSINI - NHK AUTO PECAS LTDA.
TO0588;TO0588;2;Pc;Indisponível;197,56;RASSINI - NHK AUTO PECAS LTDA.
TO0642;TO0642;2;Pc;Indisponível;222,91;RASSINI - NHK AUTO PECAS LTDA.
TO0643;TO0643;2;Pc;Indisponível;222,91;RASSINI - NHK AUTO PECAS LTDA.
TO0644;TO0644;2;Pc;Indisponível;222,91;RASSINI - NHK AUTO PECAS LTDA.
TO0645;TO0645;2;Pc;Indisponível;197,24;RASSINI - NHK AUTO PECAS LTDA.
TO0715;TO0715;2;Pc;Indisponível;169,02;RASSINI - NHK AUTO PECAS LTDA.
TO0716;TO0716;2;Pc;Indisponível;169,02;RASSINI - NHK AUTO PECAS LTDA.
TO0717;TO0717;2;Pc;Indisponível;151,86;RASSINI - NHK AUTO PECAS LTDA.
TO0718;TO0718;2;Pc;Indisponível;151,91;RASSINI - NHK AUTO PECAS LTDA.
TR0477;TR0477;1;Pc;Indisponível;214,82;RASSINI - NHK AUTO PECAS LTDA.
TR0516;TR0516;2;PC;Indisponível;254,03;RASSINI - NHK AUTO PECAS LTDA.
TR0517;TR0517;2;Pc;Indisponível;309,02;RASSINI - NHK AUTO PECAS LTDA.
TR5;TR5;4;Pc;B;14,06;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
TR55;TR55;1;Pc;B;14,06;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
TR551GP;TR551GP;1;Pc;Indisponível;31,72;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
TR55GP;TR55GP;1;Pc;B;31,72;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
TR5AI13;TR5AI13;1;Pc;Indisponível;56,95;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
TR5BP12;TR5BP12;4;Pc;Indisponível;46,91;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
TR5GP;TR5GP;1;Pc;Indisponível;31,72;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
TR6AP13;TR6AP13;1;Pc;C;46,91;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
TR6B10;TR6B10;4;Pc;C;16,54;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
TR6B13;TR6B13;4;Pc;C;16,89;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
TR6GP;TR6GP;1;Pc;Indisponível;31,72;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
TS1051L;TS1051L;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS1052R;TS1052R;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS1177L;TS1177L;1;Pc;Indisponível;48,24;ZF DO BRASIL LTDA
TS1419R;TS1419R;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS1833R;TS1833R;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS2103;TS2103;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS2558R;TS2558R;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS2559L;TS2559L;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS2619;TS2619;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS2619L;TS2619L;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS2709R;TS2709R;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS3050;TS3050;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS3251L;TS3251L;1;Pc;Indisponível;84,07;ZF DO BRASIL LTDA
TS3252R;TS3252R;1;Pc;Indisponível;68,84;ZF DO BRASIL LTDA
TS3342;TS3342;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS3399R;TS3399R;1;Pc;Indisponível;123,14;ZF DO BRASIL LTDA
TS3409L;TS3409L;1;Pc;Indisponível;133,85;ZF DO BRASIL LTDA
TS3440R;TS3440R;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS3513;TS3513;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS3541;TS3541;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS3612R;TS3612R;1;Pc;Indisponível;48,58;ZF DO BRASIL LTDA
TS3704;TS3704;1;Pc;Indisponível;39,47;ZF DO BRASIL LTDA
TS3749;TS3749;1;Pc;Indisponível;66,36;ZF DO BRASIL LTDA
TS3751;TS3751;1;Pc;Indisponível;58,37;ZF DO BRASIL LTDA
TS3753;TS3753;1;Pc;Indisponível;34,3;ZF DO BRASIL LTDA
TS3759;TS3759;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS3866;TS3866;1;Pc;Indisponível;43,52;ZF DO BRASIL LTDA
TS3900;TS3900;1;Pc;Indisponível;40,5;ZF DO BRASIL LTDA
TS3980;TS3980;1;Pc;Indisponível;49,73;ZF DO BRASIL LTDA
TS3994;TS3994;1;Pc;Indisponível;62,01;ZF DO BRASIL LTDA
TS4036;TS4036;1;Pc;Indisponível;91,5;ZF DO BRASIL LTDA
TS4037;TS4037;1;Pc;A;83,15;ZF DO BRASIL LTDA
TS4121;TS4121;1;Pc;Indisponível;59,82;ZF DO BRASIL LTDA
TS4149;TS4149;1;PC;Indisponível;0;ZF DO BRASIL LTDA
TS4464;TS4464;1;Pc;Indisponível;47,04;ZF DO BRASIL LTDA
TS4465;TS4465;1;Un;Indisponível;47,04;ZF DO BRASIL LTDA
TS4471;TS4471;1;Pc;Indisponível;68,82;ZF DO BRASIL LTDA
TS8986050;TS8986050;1;Pc;Indisponível;252,96;MAHLE METAL LEVE S A
TS8986100;TS8986100;1;Pc;Indisponível;252,96;MAHLE METAL LEVE S A
TS8986STD;TS8986STD;1;Pc;Indisponível;252,96;MAHLE METAL LEVE S A
TS9032STD;TS9032STD;1;Pc;Indisponível;298,27;MAHLE METAL LEVE S A
U1001;U1001;1;Pc;Indisponível;163,21;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U1054;U1054;1;Pc;Indisponível;79,44;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U1092;U1092;1;Pc;A;80,59;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U1093;U1093;1;Pc;A;138,05;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U2001;U2001;1;Pc;Indisponível;139,71;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U2003;U2003;1;Pc;Indisponível;216,85;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U2005;U2005;1;Pc;Indisponível;157,61;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U2007;U2007;1;Pc;B;196,51;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U2018;U2018;1;Pc;Indisponível;275,77;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U2031;U2031;1;Pc;Indisponível;180,83;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U2078;U2078;1;Pc;A;141,75;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U2079;U2079;1;Pc;A;141,69;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U2100;U2100;1;Pc;B;183,22;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U2105;U2105;1;Pc;B;296,55;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U2115;U2115;1;Pc;Indisponível;217,49;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U3001;U3001;1;Pc;A;70,61;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U399360AL;U399360AL;1;Pc;Indisponível;136,21;SKF DO BRASIL LTDA
U399365AL;U399365AL;1;Pc;Indisponível;200,79;SKF DO BRASIL LTDA
U497460L;U497460L;1;Pc;Indisponível;135,87;SKF DO BRASIL LTDA
U5001;U5001;1;Pc;B;84,88;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5015;U5015;1;Pc;B;191,22;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5029;U5029;1;Pc;A;166,71;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5043;U5043;1;Pc;B;198,59;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5067;U5067;1;Pc;A;174,59;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5081;U5081;1;Pc;B;187,09;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5097;U5097;1;Pc;A;290,85;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5098;U5098;1;Pc;A;243,09;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5130;U5130;1;Pc;Indisponível;210,95;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5132;U5132;1;Pc;A;156,56;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5134;U5134;1;Pc;A;210,82;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5145;U5145;1;Pc;A;227,25;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5160;U5160;1;Pc;A;265,45;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5162;U5162;1;Pc;A;217,53;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5257;U5257;1;Pc;B;163,27;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5280;U5280;1;Pc;B;192,08;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5301;U5301;1;Pc;Indisponível;94,49;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5314;U5314;1;Pc;B;143,96;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5316;U5316;1;Pc;B;124,78;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5329;U5329;1;Pc;A;186,73;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5330;U5330;1;Pc;B;195,96;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5333;U5333;1;Pc;Indisponível;190,28;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5414;U5414;1;Pc;B;176,52;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5442;U5442;1;Pc;Indisponível;158,75;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5443;U5443;1;Pc;Indisponível;180,03;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U5444;U5444;1;Pc;B;194,84;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U6004;U6004;1;Pc;A;372,3;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U6036;U6036;1;Pc;A;273,56;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U6041;U6041;1;Pc;Indisponível;623,08;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U6043;U6043;1;Pc;A;428,82;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
U6061;U6061;1;Pc;Indisponível;446,49;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
UB132;UB132;1;Pc;Indisponível;181,85;FLUID SYSTEM DO BRASIL S A
UB134;UB134;1;Pc;Indisponível;190,07;FLUID SYSTEM DO BRASIL S A
UB135;UB135;1;Pc;Indisponível;204,11;FLUID SYSTEM DO BRASIL S A
UB140;UB140;1;Pc;Indisponível;218,29;FLUID SYSTEM DO BRASIL S A
UB147;UB147;1;Pc;C;63,19;FLUID SYSTEM DO BRASIL S A
UB148;UB148;1;Pc;A;83,15;FLUID SYSTEM DO BRASIL S A
UB149;UB149;1;Pc;B;72,87;FLUID SYSTEM DO BRASIL S A
UB152;UB152;1;Pc;C;70,22;FLUID SYSTEM DO BRASIL S A
UB157;UB157;1;Pc;A;107,03;FLUID SYSTEM DO BRASIL S A
UB162;UB162;1;Pc;C;78,46;FLUID SYSTEM DO BRASIL S A
UB163;UB163;1;Pc;Indisponível;166,21;FLUID SYSTEM DO BRASIL S A
UB165;UB165;1;Pc;Indisponível;136,33;FLUID SYSTEM DO BRASIL S A
UB167;UB167;1;Pc;C;67,45;FLUID SYSTEM DO BRASIL S A
UB169;UB169;1;Pc;Indisponível;195,6;FLUID SYSTEM DO BRASIL S A
UB171;UB171;1;Pc;Indisponível;172,39;FLUID SYSTEM DO BRASIL S A
UB179;UB179;1;Pc;Indisponível;233,97;FLUID SYSTEM DO BRASIL S A
UB200;UB200;1;Pc;Indisponível;148,33;FLUID SYSTEM DO BRASIL S A
UB325;UB325;1;Pc;Indisponível;417,27;FLUID SYSTEM DO BRASIL S A
UB327;UB327;1;Pc;Indisponível;391,34;FLUID SYSTEM DO BRASIL S A
UB335;UB335;1;Pc;Indisponível;547,57;FLUID SYSTEM DO BRASIL S A
UB340;UB340;1;Pc;Indisponível;96,41;FLUID SYSTEM DO BRASIL S A
UB342;UB342;1;Pc;Indisponível;239,04;FLUID SYSTEM DO BRASIL S A
UB421;UB421;1;Pc;A;139,24;FLUID SYSTEM DO BRASIL S A
UB423;UB423;1;Pc;Indisponível;225,32;FLUID SYSTEM DO BRASIL S A
UB604;UB604;1;Pc;Indisponível;154,87;FLUID SYSTEM DO BRASIL S A
UB605;UB605;1;Pc;Indisponível;168,35;FLUID SYSTEM DO BRASIL S A
UB616;UB616;1;Pc;Indisponível;144,24;FLUID SYSTEM DO BRASIL S A
UB625;UB625;1;Pc;Indisponível;73,95;FLUID SYSTEM DO BRASIL S A
UB627;UB627;1;Pc;B;66,66;FLUID SYSTEM DO BRASIL S A
UB628;UB628;1;Pc;B;73,75;FLUID SYSTEM DO BRASIL S A
UB629;UB629;1;Pc;A;79,63;FLUID SYSTEM DO BRASIL S A
UB630;UB630;1;Pc;C;72,82;FLUID SYSTEM DO BRASIL S A
UB633;UB633;1;Pc;Indisponível;91,08;FLUID SYSTEM DO BRASIL S A
UB636;UB636;1;Pc;Indisponível;114,46;FLUID SYSTEM DO BRASIL S A
UB638;UB638;1;Pc;A;392,05;FLUID SYSTEM DO BRASIL S A
UB639;UB639;1;Pc;A;180,82;FLUID SYSTEM DO BRASIL S A
UB640;UB640;1;Pc;Indisponível;164,19;FLUID SYSTEM DO BRASIL S A
UB655;UB655;1;Pc;Indisponível;456,59;FLUID SYSTEM DO BRASIL S A
UB656;UB656;1;Pc;Indisponível;482,13;FLUID SYSTEM DO BRASIL S A
UB703;UB703;1;Pc;Indisponível;116,28;FLUID SYSTEM DO BRASIL S A
UB704;UB704;1;Pc;Indisponível;188,88;FLUID SYSTEM DO BRASIL S A
UB707;UB707;1;Pc;Indisponível;173,13;FLUID SYSTEM DO BRASIL S A
UB748;UB748;1;Pc;A;64,99;FLUID SYSTEM DO BRASIL S A
UB749;UB749;1;Pc;Indisponível;68,95;FLUID SYSTEM DO BRASIL S A
UB752;UB752;1;Pc;Indisponível;92,44;FLUID SYSTEM DO BRASIL S A
UB754;UB754;1;Pc;Indisponível;163,16;FLUID SYSTEM DO BRASIL S A
UB756;UB756;1;Pc;A;189,63;FLUID SYSTEM DO BRASIL S A
UB758;UB758;1;Pc;Indisponível;103,08;FLUID SYSTEM DO BRASIL S A
UB760;UB760;1;Pc;Indisponível;209,24;FLUID SYSTEM DO BRASIL S A
UB761;UB761;1;Pc;Indisponível;134,55;FLUID SYSTEM DO BRASIL S A
UB763;UB763;1;Pc;A;105,35;FLUID SYSTEM DO BRASIL S A
UB764;UB764;1;Pc;A;67,89;FLUID SYSTEM DO BRASIL S A
UB766;UB766;1;Pc;C;75,51;FLUID SYSTEM DO BRASIL S A
UB770;UB770;1;Pc;Indisponível;191,93;FLUID SYSTEM DO BRASIL S A
UB773;UB773;1;Pc;B;113,34;FLUID SYSTEM DO BRASIL S A
UB774;UB774;1;Pc;Indisponível;204,79;FLUID SYSTEM DO BRASIL S A
UB775;UB775;1;Pc;Indisponível;176,31;FLUID SYSTEM DO BRASIL S A
UB776;UB776;1;Pc;Indisponível;297,92;FLUID SYSTEM DO BRASIL S A
UB780;UB780;1;Pc;Indisponível;425,7;FLUID SYSTEM DO BRASIL S A
UB800;UB800;1;Pc;Indisponível;190,61;FLUID SYSTEM DO BRASIL S A
UB805;UB805;1;Pc;Indisponível;144,06;FLUID SYSTEM DO BRASIL S A
UB807;UB807;1;Pc;Indisponível;114,23;FLUID SYSTEM DO BRASIL S A
UB808;UB808;1;Pc;Indisponível;115,9;FLUID SYSTEM DO BRASIL S A
UB812;UB812;1;Pc;Indisponível;115,18;FLUID SYSTEM DO BRASIL S A
UB813;UB813;1;Pc;Indisponível;191,9;FLUID SYSTEM DO BRASIL S A
UB815;UB815;1;Pc;A;136,99;FLUID SYSTEM DO BRASIL S A
UB816;UB816;1;Pc;A;144,61;FLUID SYSTEM DO BRASIL S A
UB820;UB820;1;Pc;Indisponível;134,64;FLUID SYSTEM DO BRASIL S A
UB821;UB821;1;Pc;Indisponível;140,43;FLUID SYSTEM DO BRASIL S A
UB830;UB830;1;Pc;Indisponível;248,77;FLUID SYSTEM DO BRASIL S A
UB836;UB836;1;Pc;Indisponível;137,41;FLUID SYSTEM DO BRASIL S A
UB942;UB942;1;Pc;A;89,32;FLUID SYSTEM DO BRASIL S A
UB943;UB943;1;Pc;Indisponível;78,67;FLUID SYSTEM DO BRASIL S A
UB944;UB944;1;Pc;B;68,97;FLUID SYSTEM DO BRASIL S A
UB946;UB946;1;Pc;Indisponível;138,39;FLUID SYSTEM DO BRASIL S A
UB947;UB947;1;Pc;B;69,73;FLUID SYSTEM DO BRASIL S A
UB948;UB948;1;Pc;Indisponível;163,9;FLUID SYSTEM DO BRASIL S A
UB950;UB950;1;Pc;Indisponível;104,21;FLUID SYSTEM DO BRASIL S A
UB952;UB952;1;Pc;A;128,12;FLUID SYSTEM DO BRASIL S A
UB955;UB955;1;Pc;Indisponível;109,98;FLUID SYSTEM DO BRASIL S A
UB956;UB956;1;Pc;Indisponível;192,37;FLUID SYSTEM DO BRASIL S A
UEC001;UEC001;1;Un;Indisponível;0;
UEC002;UEC002;1;Un;Indisponível;0;
UEC003;UEC003;1;Un;Indisponível;0;
UEC004;UEC004;1;Un;Indisponível;0;
UEC005;UEC005;1;Un;Indisponível;0;
UN285;UN285;1;PC;Indisponível;0;EFRARI IND.E COM.IMP.E EXP.DE AUTOPECAS LTDA
UR1364RL;UR1364RL;1;Pc;A;136,81;FLUID SYSTEM DO BRASIL S A
UR5GP;UR5GP;1;Pc;Indisponível;31,72;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
UR6GP;UR6GP;1;Pc;Indisponível;31,72;CERAMICA E VELAS DE IGNICAO NGK DO BRASIL LTDA
VA0140015;VA0140015;4;Pc;A;18,26;MAHLE METAL LEVE S A
VA0140026;VA0140026;4;Pc;B;19,53;MAHLE METAL LEVE S A
VA0140040;VA0140040;4;Pc;Indisponível;20,38;MAHLE METAL LEVE S A
VA0140041;VA0140041;4;Pc;Indisponível;28,27;MAHLE METAL LEVE S A
VA0140072;VA0140072;4;Pc;A;19,01;MAHLE METAL LEVE S A
VA0140086;VA0140086;4;Pc;B;17,26;MAHLE METAL LEVE S A
VA0140104;VA0140104;4;Pc;Indisponível;12,7;MAHLE METAL LEVE S A
VA0140183;VA0140183;4;Pc;Indisponível;19,9;MAHLE METAL LEVE S A
VA0141396;VA0141396;4;Pc;Indisponível;48,08;MAHLE METAL LEVE S A
VA0141431;VA0141431;4;Pc;Indisponível;33,32;MAHLE METAL LEVE S A
VA0180124;VA0180124;4;Pc;Indisponível;19,71;MAHLE METAL LEVE S A
VA0250002;VA0250002;4;Pc;A;21,53;MAHLE METAL LEVE S A
VA0250018;VA0250018;4;Pc;Indisponível;21,39;MAHLE METAL LEVE S A
VA0250052;VA0250052;4;Pc;Indisponível;16;MAHLE METAL LEVE S A
VA0250054;VA0250054;4;Pc;Indisponível;25,96;MAHLE METAL LEVE S A
VA0250060;VA0250060;4;Pc;Indisponível;12,96;MAHLE METAL LEVE S A
VA0250159;VA0250159;4;Pc;Indisponível;22,97;MAHLE METAL LEVE S A
VA0250160;VA0250160;5;Pc;Indisponível;8,5;MAHLE METAL LEVE S A
VA0250162;VA0250162;4;Pc;Indisponível;25,49;MAHLE METAL LEVE S A
VA0250165;VA0250165;4;Pc;Indisponível;39,52;MAHLE METAL LEVE S A
VA0250166;VA0250166;4;Pc;Indisponível;24,11;MAHLE METAL LEVE S A
VA0250168;VA0250168;4;Pc;Indisponível;40,94;MAHLE METAL LEVE S A
VA0250271;VA0250271;4;Pc;Indisponível;24,69;MAHLE METAL LEVE S A
VA0250513;VA0250513;4;Pc;Indisponível;34,73;MAHLE METAL LEVE S A
VA0251614;VA0251614;4;Pc;Indisponível;43,79;MAHLE METAL LEVE S A
VA0251632;VA0251632;4;Pc;A;53,56;MAHLE METAL LEVE S A
VA0251633;VA0251633;4;Pc;Indisponível;53,98;MAHLE METAL LEVE S A
VA0441091;VA0441091;4;Pc;Indisponível;34,43;MAHLE METAL LEVE S A
VA044578;VA044578;4;Pc;Indisponível;29,45;MAHLE METAL LEVE S A
VA0590043;VA0590043;4;Pc;Indisponível;25,8;MAHLE METAL LEVE S A
VA0590044;VA0590044;4;Pc;Indisponível;27,49;MAHLE METAL LEVE S A
VA0590066;VA0590066;4;Pc;A;19,91;MAHLE METAL LEVE S A
VA0590067;VA0590067;4;Pc;Indisponível;35,5;MAHLE METAL LEVE S A
VA0590170;VA0590170;4;Pc;Indisponível;19,85;MAHLE METAL LEVE S A
VA0590172;VA0590172;4;Pc;Indisponível;17,66;MAHLE METAL LEVE S A
VA0590174;VA0590174;4;Pc;Indisponível;27,16;MAHLE METAL LEVE S A
VA0590179;VA0590179;4;Pc;Indisponível;30,49;MAHLE METAL LEVE S A
VA0590180;VA0590180;4;Pc;Indisponível;21,07;MAHLE METAL LEVE S A
VA0590181;VA0590181;4;Pc;Indisponível;14,51;MAHLE METAL LEVE S A
VA0630207;VA0630207;4;Pc;Indisponível;43,79;MAHLE METAL LEVE S A
VA0700009;VA0700009;4;Pc;Indisponível;15,18;MAHLE METAL LEVE S A
VA0700017;VA0700017;4;Pc;A;15,18;MAHLE METAL LEVE S A
VA0700020;VA0700020;4;Pc;Indisponível;16,98;MAHLE METAL LEVE S A
VA07000267;VA07000267;1;PC;Indisponível;0;ZF DO BRASIL LTDA
VA0700028;VA0700028;4;Pc;Indisponível;16,22;MAHLE METAL LEVE S A
VA0700050;VA0700050;4;Pc;Indisponível;19,66;MAHLE METAL LEVE S A
VA0700061;VA0700061;4;Pc;Indisponível;10,88;MAHLE METAL LEVE S A
VA0700074;VA0700074;4;Pc;Indisponível;18,76;MAHLE METAL LEVE S A
VA0700078;VA0700078;4;Pc;Indisponível;14,36;MAHLE METAL LEVE S A
VA0700082;VA0700082;4;Pc;Indisponível;13,98;MAHLE METAL LEVE S A
VA0700088;VA0700088;4;Pc;Indisponível;21,24;MAHLE METAL LEVE S A
VA0700089;VA0700089;4;Pc;Indisponível;12,6;MAHLE METAL LEVE S A
VA0700252;VA0700252;4;Pc;Indisponível;46,63;MAHLE METAL LEVE S A
